-2.500	-2.100	0.000	10.000	0.000	0.000	0.087
-2.500	-2.100	10.000	12.000	0.025	0.023	0.034
-2.500	-2.100	12.000	13.000	0.250	0.089	0.108
-2.500	-2.100	13.000	14.000	0.733	0.121	0.102
-2.500	-2.100	14.000	15.000	0.829	0.066	0.056
-2.500	-2.100	15.000	20.000	0.910	0.012	0.012
-2.500	-2.100	20.000	25.000	0.934	0.014	0.007
-2.500	-2.100	25.000	30.000	0.948	0.007	0.008
-2.500	-2.100	30.000	35.000	0.961	0.002	0.004
-2.500	-2.100	35.000	40.000	0.964	0.001	0.003
-2.500	-2.100	40.000	45.000	0.966	0.003	0.004
-2.500	-2.100	45.000	50.000	0.970	0.001	0.002
-2.500	-2.100	50.000	60.000	0.974	0.002	0.003
-2.500	-2.100	60.000	100.000	0.979	0.005	0.004
-2.500	-2.100	100.000	200.000	0.992	0.013	0.013
-2.100	-1.570	0.000	10.000	0.000	0.000	0.036
-2.100	-1.570	10.000	12.000	0.097	0.024	0.030
-2.100	-1.570	12.000	13.000	0.530	0.053	0.075
-2.100	-1.570	13.000	14.000	0.750	0.056	0.037
-2.100	-1.570	14.000	15.000	0.863	0.036	0.039
-2.100	-1.570	15.000	20.000	0.942	0.006	0.008
-2.100	-1.570	20.000	25.000	0.959	0.005	0.007
-2.100	-1.570	25.000	30.000	0.974	0.004	0.002
-2.100	-1.570	30.000	35.000	0.975	0.001	0.001
-2.100	-1.570	35.000	40.000	0.980	0.001	0.001
-2.100	-1.570	40.000	45.000	0.985	0.000	0.000
-2.100	-1.570	45.000	50.000	0.987	0.001	0.001
-2.100	-1.570	50.000	60.000	0.987	0.001	0.001
-2.100	-1.570	60.000	100.000	0.991	0.002	0.001
-2.100	-1.570	100.000	200.000	0.997	0.004	0.002
-1.570	-1.440	0.000	10.000	0.000	0.000	0.206
-1.570	-1.440	10.000	12.000	0.188	0.106	0.116
-1.570	-1.440	12.000	13.000	0.474	0.221	0.256
-1.570	-1.440	13.000	14.000	0.684	0.183	0.129
-1.570	-1.440	14.000	15.000	0.842	0.099	0.110
-1.570	-1.440	15.000	20.000	0.883	0.037	0.041
-1.570	-1.440	20.000	25.000	0.924	0.011	0.026
-1.570	-1.440	25.000	30.000	0.937	0.015	0.007
-1.570	-1.440	30.000	35.000	0.948	0.005	0.004
-1.570	-1.440	35.000	40.000	0.966	0.005	0.008
-1.570	-1.440	40.000	45.000	0.957	0.002	0.004
-1.570	-1.440	45.000	50.000	0.965	0.003	0.002
-1.570	-1.440	50.000	60.000	0.968	0.004	0.007
-1.570	-1.440	60.000	100.000	0.962	0.010	0.012
-1.570	-1.440	100.000	200.000	1.000	0.017	0.000
-1.440	-0.800	0.000	10.000	0.000	0.000	0.025
-1.440	-0.800	10.000	12.000	0.023	0.017	0.013
-1.440	-0.800	12.000	13.000	0.394	0.054	0.070
-1.440	-0.800	13.000	14.000	0.768	0.055	0.027
-1.440	-0.800	14.000	15.000	0.895	0.030	0.018
-1.440	-0.800	15.000	20.000	0.939	0.009	0.005
-1.440	-0.800	20.000	25.000	0.943	0.006	0.005
-1.440	-0.800	25.000	30.000	0.941	0.003	0.002
-1.440	-0.800	30.000	35.000	0.952	0.002	0.003
-1.440	-0.800	35.000	40.000	0.961	0.001	0.002
-1.440	-0.800	40.000	45.000	0.964	0.001	0.001
-1.440	-0.800	45.000	50.000	0.965	0.002	0.002
