-2.5	-2.1	0.0	25.0	0.003	0.000
-2.5	-2.1	25.0	26.0	0.061	0.000
-2.5	-2.1	26.0	28.0	0.174	0.000
-2.5	-2.1	28.0	30.0	0.454	0.000
-2.5	-2.1	30.0	32.0	0.591	0.000
-2.5	-2.1	32.0	35.0	0.655	0.000
-2.5	-2.1	35.0	40.0	0.713	0.000
-2.5	-2.1	40.0	45.0	0.755	0.000
-2.5	-2.1	45.0	50.0	0.789	0.000
-2.5	-2.1	50.0	100.0	0.817	0.000
-2.1	-1.6	0.0	25.0	0.024	0.000
-2.1	-1.6	25.0	26.0	0.325	0.000
-2.1	-1.6	26.0	28.0	0.507	0.000
-2.1	-1.6	28.0	30.0	0.607	0.000
-2.1	-1.6	30.0	32.0	0.670	0.000
-2.1	-1.6	32.0	35.0	0.736	0.000
-2.1	-1.6	35.0	40.0	0.790	0.000
-2.1	-1.6	40.0	45.0	0.835	0.000
-2.1	-1.6	45.0	50.0	0.860	0.000
-2.1	-1.6	50.0	100.0	0.880	0.000
-1.6	-1.4	0.0	25.0	0.044	0.000
-1.6	-1.4	25.0	26.0	0.330	0.001
-1.6	-1.4	26.0	28.0	0.522	0.001
-1.6	-1.4	28.0	30.0	0.637	0.001
-1.6	-1.4	30.0	32.0	0.703	0.000
-1.6	-1.4	32.0	35.0	0.759	0.000
-1.6	-1.4	35.0	40.0	0.813	0.000
-1.6	-1.4	40.0	45.0	0.849	0.000
-1.6	-1.4	45.0	50.0	0.863	0.000
-1.6	-1.4	50.0	100.0	0.877	0.000
-1.4	-0.8	0.0	25.0	0.017	0.000
-1.4	-0.8	25.0	26.0	0.355	0.000
-1.4	-0.8	26.0	28.0	0.593	0.000
-1.4	-0.8	28.0	30.0	0.700	0.000
-1.4	-0.8	30.0	32.0	0.770	0.000
-1.4	-0.8	32.0	35.0	0.831	0.000
-1.4	-0.8	35.0	40.0	0.872	0.000
-1.4	-0.8	40.0	45.0	0.904	0.000
-1.4	-0.8	45.0	50.0	0.918	0.000
-1.4	-0.8	50.0	100.0	0.934	0.000
-0.8	0.0	0.0	25.0	0.023	0.000
-0.8	0.0	25.0	26.0	0.412	0.000
-0.8	0.0	26.0	28.0	0.582	0.000
-0.8	0.0	28.0	30.0	0.652	0.000
-0.8	0.0	30.0	32.0	0.738	0.000
-0.8	0.0	32.0	35.0	0.799	0.000
-0.8	0.0	35.0	40.0	0.841	0.000
-0.8	0.0	40.0	45.0	0.881	0.000
-0.8	0.0	45.0	50.0	0.901	0.000
-0.8	0.0	50.0	100.0	0.921	0.000
0.0	0.8	0.0	25.0	0.023	0.000
0.0	0.8	25.0	26.0	0.417	0.000
0.0	0.8	26.0	28.0	0.589	0.000
0.0	0.8	28.0	30.0	0.666	0.000
0.0	0.8	30.0	32.0	0.743	0.000
0.0	0.8	32.0	35.0	0.801	0.000
0.0	0.8	35.0	40.0	0.840	0.000
0.0	0.8	40.0	45.0	0.876	0.000
0.0	0.8	45.0	50.0	0.896	0.000
0.0	0.8	50.0	100.0	0.916	0.000
0.8	1.4	0.0	25.0	0.015	0.000
0.8	1.4	25.0	26.0	0.345	0.000
0.8	1.4	26.0	28.0	0.585	0.000
0.8	1.4	28.0	30.0	0.708	0.000
0.8	1.4	30.0	32.0	0.772	0.000
0.8	1.4	32.0	35.0	0.836	0.000
0.8	1.4	35.0	40.0	0.877	0.000
0.8	1.4	40.0	45.0	0.906	0.000
0.8	1.4	45.0	50.0	0.924	0.000
0.8	1.4	50.0	100.0	0.938	0.000
1.4	1.6	0.0	25.0	0.030	0.000
1.4	1.6	25.0	26.0	0.254	0.001
1.4	1.6	26.0	28.0	0.469	0.001
1.4	1.6	28.0	30.0	0.614	0.001
1.4	1.6	30.0	32.0	0.681	0.000
1.4	1.6	32.0	35.0	0.756	0.000
1.4	1.6	35.0	40.0	0.803	0.000
1.4	1.6	40.0	45.0	0.849	0.000
1.4	1.6	45.0	50.0	0.864	0.000
1.4	1.6	50.0	100.0	0.876	0.000
1.6	2.1	0.0	25.0	0.015	0.000
1.6	2.1	25.0	26.0	0.267	0.000
1.6	2.1	26.0	28.0	0.476	0.000
1.6	2.1	28.0	30.0	0.599	0.000
1.6	2.1	30.0	32.0	0.665	0.000
1.6	2.1	32.0	35.0	0.729	0.000
1.6	2.1	35.0	40.0	0.793	0.000
1.6	2.1	40.0	45.0	0.840	0.000
1.6	2.1	45.0	50.0	0.864	0.000
1.6	2.1	50.0	100.0	0.881	0.000
2.1	2.5	0.0	25.0	0.003	0.000
2.1	2.5	25.0	26.0	0.053	0.000
2.1	2.5	26.0	28.0	0.157	0.000
2.1	2.5	28.0	30.0	0.431	0.000
2.1	2.5	30.0	32.0	0.567	0.000
2.1	2.5	32.0	35.0	0.655	0.000
2.1	2.5	35.0	40.0	0.717	0.000
2.1	2.5	40.0	45.0	0.769	0.000
2.1	2.5	45.0	50.0	0.800	0.000
2.1	2.5	50.0	100.0	0.829	0.000
