-2.5	-2.1	0.0	23.0	0.000	0.000
-2.5	-2.1	23.0	24.0	0.154	0.030
-2.5	-2.1	24.0	25.0	0.615	0.059
-2.5	-2.1	25.0	26.0	0.941	0.055
-2.5	-2.1	26.0	30.0	0.944	0.009
-2.5	-2.1	30.0	35.0	0.975	0.005
-2.5	-2.1	35.0	40.0	0.983	0.003
-2.5	-2.1	40.0	45.0	0.973	0.003
-2.5	-2.1	45.0	50.0	0.974	0.004
-2.5	-2.1	50.0	100.0	0.970	0.006
-2.1	-1.6	0.0	23.0	0.035	0.001
-2.1	-1.6	23.0	24.0	0.507	0.010
-2.1	-1.6	24.0	25.0	0.891	0.017
-2.1	-1.6	25.0	26.0	0.962	0.018
-2.1	-1.6	26.0	30.0	0.985	0.003
-2.1	-1.6	30.0	35.0	0.986	0.001
-2.1	-1.6	35.0	40.0	0.991	0.001
-2.1	-1.6	40.0	45.0	0.993	0.001
-2.1	-1.6	45.0	50.0	0.994	0.001
-2.1	-1.6	50.0	100.0	0.992	0.001
-1.6	-1.4	0.0	23.0	0.088	0.009
-1.6	-1.4	23.0	24.0	0.600	0.145
-1.6	-1.4	24.0	25.0	0.909	0.083
-1.6	-1.4	25.0	26.0	0.800	0.086
-1.6	-1.4	26.0	30.0	0.942	0.018
-1.6	-1.4	30.0	35.0	0.992	0.008
-1.6	-1.4	35.0	40.0	0.995	0.005
-1.6	-1.4	40.0	45.0	0.996	0.004
-1.6	-1.4	45.0	50.0	0.982	0.006
-1.6	-1.4	50.0	100.0	1.000	0.006
-1.4	-0.8	0.0	23.0	0.013	0.000
-1.4	-0.8	23.0	24.0	0.585	0.008
-1.4	-0.8	24.0	25.0	0.848	0.007
-1.4	-0.8	25.0	26.0	0.933	0.007
-1.4	-0.8	26.0	30.0	0.978	0.001
-1.4	-0.8	30.0	35.0	0.976	0.001
-1.4	-0.8	35.0	40.0	0.984	0.000
-1.4	-0.8	40.0	45.0	0.990	0.000
-1.4	-0.8	45.0	50.0	0.984	0.000
-1.4	-0.8	50.0	100.0	0.985	0.000
-0.8	0.0	0.0	23.0	0.022	0.000
-0.8	0.0	23.0	24.0	0.672	0.003
-0.8	0.0	24.0	25.0	0.941	0.004
-0.8	0.0	25.0	26.0	0.954	0.003
-0.8	0.0	26.0	30.0	0.958	0.001
-0.8	0.0	30.0	35.0	0.974	0.000
-0.8	0.0	35.0	40.0	0.980	0.000
-0.8	0.0	40.0	45.0	0.981	0.000
-0.8	0.0	45.0	50.0	0.984	0.000
-0.8	0.0	50.0	100.0	0.988	0.000
0.0	0.8	0.0	23.0	0.012	0.000
0.0	0.8	23.0	24.0	0.718	0.004
0.0	0.8	24.0	25.0	0.924	0.004
0.0	0.8	25.0	26.0	0.916	0.003
0.0	0.8	26.0	30.0	0.946	0.001
0.0	0.8	30.0	35.0	0.964	0.000
0.0	0.8	35.0	40.0	0.968	0.000
0.0	0.8	40.0	45.0	0.974	0.000
0.0	0.8	45.0	50.0	0.977	0.000
0.0	0.8	50.0	100.0	0.973	0.000
0.8	1.4	0.0	23.0	0.011	0.000
0.8	1.4	23.0	24.0	0.549	0.007
0.8	1.4	24.0	25.0	0.863	0.008
0.8	1.4	25.0	26.0	0.914	0.006
0.8	1.4	26.0	30.0	0.966	0.001
0.8	1.4	30.0	35.0	0.982	0.001
0.8	1.4	35.0	40.0	0.982	0.000
0.8	1.4	40.0	45.0	0.985	0.000
0.8	1.4	45.0	50.0	0.991	0.000
0.8	1.4	50.0	100.0	0.992	0.000
1.4	1.6	0.0	23.0	0.108	0.009
1.4	1.6	23.0	24.0	0.500	0.113
1.4	1.6	24.0	25.0	0.900	0.090
1.4	1.6	25.0	26.0	1.000	0.179
1.4	1.6	26.0	30.0	0.929	0.017
1.4	1.6	30.0	35.0	0.991	0.009
1.4	1.6	35.0	40.0	0.995	0.005
1.4	1.6	40.0	45.0	0.986	0.005
1.4	1.6	45.0	50.0	1.000	0.005
1.4	1.6	50.0	100.0	0.991	0.009
1.6	2.1	0.0	23.0	0.029	0.001
1.6	2.1	23.0	24.0	0.460	0.014
1.6	2.1	24.0	25.0	0.869	0.015
1.6	2.1	25.0	26.0	0.986	0.013
1.6	2.1	26.0	30.0	0.986	0.002
1.6	2.1	30.0	35.0	0.993	0.001
1.6	2.1	35.0	40.0	0.993	0.001
1.6	2.1	40.0	45.0	0.995	0.001
1.6	2.1	45.0	50.0	0.993	0.001
1.6	2.1	50.0	100.0	0.991	0.001
2.1	2.5	0.0	23.0	0.010	0.001
2.1	2.5	23.0	24.0	0.133	0.024
2.1	2.5	24.0	25.0	0.500	0.043
2.1	2.5	25.0	26.0	0.818	0.040
2.1	2.5	26.0	30.0	0.936	0.009
2.1	2.5	30.0	35.0	0.968	0.004
2.1	2.5	35.0	40.0	0.981	0.003
2.1	2.5	40.0	45.0	0.964	0.003
2.1	2.5	45.0	50.0	0.960	0.004
2.1	2.5	50.0	100.0	0.985	0.005
