### var1 :  Probe_eta 
### var2 :  Probe_pt 
###  eta Low  eta High  pt Low  pt High effData statErrData systErrData effMC statErrMC systErrMC effDataAltBkg effDataAltSig effMCAltMC effMCTagSel
  -1.566	  -1.442	 +50.000	 +90.000	0.450	0.006	0.017	0.521	0.005	0.007	0.448	0.433	0.527	0.517
  -1.442	  -0.800	 +50.000	 +90.000	0.551	0.002	0.008	0.636	0.001	0.003	0.551	0.542	0.638	0.634
  -0.800	  +0.000	 +50.000	 +90.000	0.604	0.001	0.009	0.687	0.001	0.003	0.604	0.595	0.683	0.687
  +0.000	  +0.800	 +50.000	 +90.000	0.608	0.001	0.007	0.687	0.001	0.001	0.608	0.601	0.688	0.686
  +0.800	  +1.442	 +50.000	 +90.000	0.549	0.002	0.010	0.627	0.002	0.002	0.549	0.538	0.627	0.624
  +1.442	  +1.566	 +50.000	 +90.000	0.439	0.006	0.008	0.508	0.005	0.006	0.437	0.431	0.511	0.503
  +1.566	  +2.000	 +50.000	 +90.000	0.464	0.002	0.012	0.581	0.002	0.001	0.464	0.452	0.582	0.580
  +2.000	  +2.500	 +50.000	 +90.000	0.416	0.003	0.016	0.512	0.002	0.012	0.415	0.399	0.524	0.514
  -2.500	  -2.000	 +90.000	+150.000	0.479	0.014	0.004	0.581	0.013	0.008	0.478	0.474	0.572	0.582
  -2.000	  -1.566	 +90.000	+150.000	0.518	0.010	0.001	0.621	0.010	0.004	0.517	0.516	0.624	0.618
  -1.566	  -1.442	 +90.000	+150.000	0.471	0.025	0.011	0.560	0.022	0.068	0.465	0.481	0.493	0.565
  -1.442	  -0.800	 +90.000	+150.000	0.589	0.007	0.011	0.654	0.007	0.003	0.579	0.583	0.651	0.653
  -0.800	  +0.000	 +90.000	+150.000	0.695	0.005	0.003	0.739	0.005	0.006	0.692	0.695	0.746	0.738
  +0.000	  +0.800	 +90.000	+150.000	0.701	0.005	0.003	0.747	0.005	0.006	0.700	0.698	0.753	0.747
  +0.800	  +1.442	 +90.000	+150.000	0.572	0.007	0.003	0.645	0.007	0.003	0.571	0.575	0.643	0.642
  +1.442	  +1.566	 +90.000	+150.000	0.464	0.022	0.012	0.495	0.022	0.069	0.463	0.453	0.564	0.492
  +1.566	  +2.000	 +90.000	+150.000	0.537	0.011	0.008	0.622	0.010	0.008	0.529	0.538	0.615	0.619
  +2.000	  +2.500	 +90.000	+150.000	0.499	0.015	0.007	0.579	0.012	0.013	0.495	0.493	0.568	0.574
  -2.500	  -2.000	+150.000	+500.000	0.405	0.034	0.016	0.513	0.028	0.005	0.401	0.389	0.515	0.509
  -2.000	  -1.566	+150.000	+500.000	0.524	0.021	0.011	0.610	0.019	0.006	0.519	0.516	0.616	0.610
  -1.566	  -1.442	+150.000	+500.000	0.441	0.042	0.016	0.510	0.042	0.055	0.447	0.455	0.561	0.529
  -1.442	  -0.800	+150.000	+500.000	0.578	0.014	0.009	0.600	0.013	0.027	0.569	0.577	0.627	0.600
  -0.800	  +0.000	+150.000	+500.000	0.730	0.010	0.011	0.753	0.009	0.012	0.721	0.725	0.765	0.757
  +0.000	  +0.800	+150.000	+500.000	0.731	0.010	0.002	0.763	0.009	0.020	0.730	0.729	0.743	0.764
  +0.800	  +1.442	+150.000	+500.000	0.526	0.014	0.009	0.606	0.013	0.018	0.520	0.533	0.621	0.597
  +1.442	  +1.566	+150.000	+500.000	0.455	0.048	0.027	0.466	0.045	0.052	0.430	0.447	0.515	0.447
  +1.566	  +2.000	+150.000	+500.000	0.486	0.021	0.001	0.566	0.021	0.057	0.486	0.487	0.622	0.569
  +2.000	  +2.500	+150.000	+500.000	0.485	0.040	0.021	0.504	0.028	0.035	0.468	0.472	0.538	0.496
