-2.500	-2.100	0.000	10.000	0.000	0.000	0.008
-2.500	-2.100	10.000	12.000	0.000	0.004	0.005
-2.500	-2.100	12.000	13.000	0.107	0.033	0.025
-2.500	-2.100	13.000	14.000	0.410	0.029	0.051
-2.500	-2.100	14.000	15.000	0.614	0.030	0.028
-2.500	-2.100	15.000	20.000	0.820	0.006	0.007
-2.500	-2.100	20.000	25.000	0.898	0.003	0.004
-2.500	-2.100	25.000	30.000	0.925	0.005	0.003
-2.500	-2.100	30.000	35.000	0.938	0.003	0.002
-2.500	-2.100	35.000	40.000	0.948	0.002	0.003
-2.500	-2.100	40.000	45.000	0.956	0.002	0.002
-2.500	-2.100	45.000	50.000	0.963	0.002	0.002
-2.500	-2.100	50.000	60.000	0.965	0.001	0.001
-2.500	-2.100	60.000	100.000	0.967	0.002	0.005
-2.500	-2.100	100.000	200.000	0.976	0.006	0.006
-2.100	-1.570	0.000	10.000	0.005	0.005	0.008
-2.100	-1.570	10.000	12.000	0.009	0.004	0.005
-2.100	-1.570	12.000	13.000	0.150	0.018	0.025
-2.100	-1.570	13.000	14.000	0.408	0.031	0.028
-2.100	-1.570	14.000	15.000	0.609	0.017	0.019
-2.100	-1.570	15.000	20.000	0.834	0.009	0.006
-2.100	-1.570	20.000	25.000	0.927	0.004	0.003
-2.100	-1.570	25.000	30.000	0.951	0.003	0.001
-2.100	-1.570	30.000	35.000	0.959	0.001	0.002
-2.100	-1.570	35.000	40.000	0.965	0.001	0.000
-2.100	-1.570	40.000	45.000	0.972	0.000	0.001
-2.100	-1.570	45.000	50.000	0.978	0.001	0.000
-2.100	-1.570	50.000	60.000	0.979	0.001	0.001
-2.100	-1.570	60.000	100.000	0.979	0.002	0.001
-2.100	-1.570	100.000	200.000	0.985	0.002	0.003
-1.570	-1.440	0.000	10.000	0.008	0.010	0.021
-1.570	-1.440	10.000	12.000	0.013	0.009	0.014
-1.570	-1.440	12.000	13.000	0.080	0.022	0.030
-1.570	-1.440	13.000	14.000	0.271	0.060	0.057
-1.570	-1.440	14.000	15.000	0.351	0.046	0.043
-1.570	-1.440	15.000	20.000	0.674	0.024	0.015
-1.570	-1.440	20.000	25.000	0.798	0.017	0.012
-1.570	-1.440	25.000	30.000	0.823	0.012	0.011
-1.570	-1.440	30.000	35.000	0.850	0.010	0.004
-1.570	-1.440	35.000	40.000	0.885	0.004	0.005
-1.570	-1.440	40.000	45.000	0.899	0.005	0.004
-1.570	-1.440	45.000	50.000	0.908	0.002	0.002
-1.570	-1.440	50.000	60.000	0.911	0.005	0.010
-1.570	-1.440	60.000	100.000	0.913	0.009	0.012
-1.570	-1.440	100.000	200.000	0.926	0.032	0.027
-1.440	-0.800	0.000	10.000	0.002	0.002	0.002
