#category                                Emean  err    Emean       rho                 err    rho             phi             err    phi
0        1         lowR9                 0              0                       0.0087          0.0004       
0        1         highR9                0              0                       0.0075          0.0003       
1        1.4442    lowR9                0              0                       0.0145  0.0005       
1        1.4442    highR9               0              0                       0.0123  0.0014       
1.566    2         lowR9                 0              0                       0.0184  0.0007      
1.566    2         highR9                0              0                       0.0171  0.0012      
2        2.5       lowR9               0              0                       0.0211  0.0007        
2        2.5       highR9              0              0                       0.0189  0.0006        
