0    1         highR9        1       2       1.0000  0.006 0 0
0    1         highR9        3       273157  1.0000  0.006 0 0
0    1          lowR9        1       2       1.0000  0.006 0 0
0    1          lowR9        3       273157  1.0000  0.006 0 0
1    1.4442    highR9        1       2       1.0000  0.006 0 0
1    1.4442    highR9        3       273157  1.0000  0.006 0 0
1    1.4442     lowR9        1       2       1.0000  0.006 0 0
1    1.4442     lowR9        3       273157  1.0000  0.006 0 0
1.566    2    highR9         1       2       1.0000  0.006 0 0
1.566    2    highR9         3       273157  1.0000  0.006 0 0
1.566    2     lowR9         1       2       1.0000  0.006 0 0
1.566    2     lowR9         3       273157  1.0000  0.006 0 0
2    2.5      highR9         1       2       1.0000  0.006 0 0
2    2.5      highR9         3       273157  1.0000  0.006 0 0
2    2.5      lowR9          1       2       1.0000  0.006 0 0
2    2.5      lowR9          3       273157  1.0000  0.006 0 0
0    1         highR9        273158  273445  1.0057  0.006  0.0     0.0
0    1          lowR9        273158  273445  1.0036  0.006  0.0     0.0
0    1         highR9        273446  273493  1.0052  0.006  0.0     0.0
0    1          lowR9        273446  273493  1.0031  0.006  0.0     0.0
0    1         highR9        273494  273724  1.0051  0.006  0.0     0.0
0    1          lowR9        273494  273724  1.0030  0.006  0.0     0.0
0    1         highR9        273725  273727  1.0048  0.006  0.0     0.0
0    1          lowR9        273725  273727  1.0027  0.006  0.0     0.0
0    1         highR9        273728  274093  1.0041  0.006  0.0     0.0
0    1          lowR9        273728  274093  1.0020  0.006  0.0     0.0
0    1         highR9        274094  274171  1.0045  0.006  0.0     0.0
0    1          lowR9        274094  274171  1.0024  0.006  0.0     0.0
0    1         highR9        274172  274240  1.0048  0.006  0.0     0.0
0    1          lowR9        274172  274240  1.0027  0.006  0.0     0.0
0    1         highR9        274241  274243  1.0047  0.006  0.0     0.0
0    1          lowR9        274241  274243  1.0026  0.006  0.0     0.0
0    1         highR9        274244  274250  1.0050  0.006  0.0     0.0
0    1          lowR9        274244  274250  1.0030  0.006  0.0     0.0
0    1         highR9        274251  274315  1.0055  0.006  0.0     0.0
0    1          lowR9        274251  274315  1.0035  0.006  0.0     0.0
0    1         highR9        274316  274316  1.0052  0.006  0.0     0.0
0    1          lowR9        274316  274316  1.0031  0.006  0.0     0.0
0    1         highR9        274317  274335  1.0056  0.006  0.0     0.0
0    1          lowR9        274317  274335  1.0035  0.006  0.0     0.0
0    1         highR9        274336  274343  1.0045  0.006  0.0     0.0
0    1          lowR9        274336  274343  1.0024  0.006  0.0     0.0
0    1         highR9        274344  274387  1.0053  0.006  0.0     0.0
0    1          lowR9        274344  274387  1.0032  0.006  0.0     0.0
0    1         highR9        274388  274421  1.0055  0.006  0.0     0.0
0    1          lowR9        274388  274421  1.0034  0.006  0.0     0.0
0    1         highR9        274422  274439  1.0049  0.006  0.0     0.0
0    1          lowR9        274422  274439  1.0028  0.006  0.0     0.0
0    1         highR9        274440  274441  1.0056  0.006  0.0     0.0
0    1          lowR9        274440  274441  1.0035  0.006  0.0     0.0
0    1         highR9        274442  274967  1.0052  0.006  0.0     0.0
0    1          lowR9        274442  274967  1.0031  0.006  0.0     0.0
0    1         highR9        274968  274968  1.0052  0.006  0.0     0.0
0    1          lowR9        274968  274968  1.0031  0.006  0.0     0.0
0    1         highR9        274969  274969  1.0045  0.006  0.0     0.0
0    1          lowR9        274969  274969  1.0024  0.006  0.0     0.0
0    1         highR9        274970  274997  1.0046  0.006  0.0     0.0
0    1          lowR9        274970  274997  1.0025  0.006  0.0     0.0
0    1         highR9        274998  274998  1.0051  0.006  0.0     0.0
0    1          lowR9        274998  274998  1.0030  0.006  0.0     0.0
0    1         highR9        274999  274999  1.0045  0.006  0.0     0.0
0    1          lowR9        274999  274999  1.0024  0.006  0.0     0.0
0    1         highR9        275000  275067  1.0047  0.006  0.0     0.0
0    1          lowR9        275000  275067  1.0026  0.006  0.0     0.0
0    1         highR9        275068  275072  1.0052  0.006  0.0     0.0
0    1          lowR9        275068  275072  1.0031  0.006  0.0     0.0
0    1         highR9        275073  275123  1.0046  0.006  0.0     0.0
0    1          lowR9        275073  275123  1.0025  0.006  0.0     0.0
0    1         highR9        275124  275281  1.0045  0.006  0.0     0.0
0    1          lowR9        275124  275281  1.0024  0.006  0.0     0.0
0    1         highR9        275282  275309  1.0045  0.006  0.0     0.0
0    1          lowR9        275282  275309  1.0024  0.006  0.0     0.0
0    1         highR9        275310  275310  1.0039  0.006  0.0     0.0
0    1          lowR9        275310  275310  1.0018  0.006  0.0     0.0
0    1         highR9        275311  275336  1.0039  0.006  0.0     0.0
0    1          lowR9        275311  275336  1.0018  0.006  0.0     0.0
0    1         highR9        275337  275343  1.0048  0.006  0.0     0.0
0    1          lowR9        275337  275343  1.0027  0.006  0.0     0.0
0    1         highR9        275344  275374  1.0052  0.006  0.0     0.0
0    1          lowR9        275344  275374  1.0031  0.006  0.0     0.0
0    1         highR9        275375  275375  1.0050  0.006  0.0     0.0
0    1          lowR9        275375  275375  1.0029  0.006  0.0     0.0
0    1         highR9        275376  275656  1.0040  0.006  0.0     0.0
0    1          lowR9        275376  275656  1.0019  0.006  0.0     0.0
0    1         highR9        275657  275775  1.0039  0.006  0.0     0.0
