#                                                 data                                                      MC                     
# etamin  etamax  ptmin   ptmax   eff     deff_high       deff_low                     eff          deff_high       deff_low       
  -1.20  -0.80  16.00  20.00         0.7936  0.0059  0.0060       0.8088   0.0048   0.0048  
  -0.80  -0.30  16.00  20.00         0.7531  0.0059  0.0059       0.7908   0.0043   0.0044  
  -0.30  -0.20  16.00  20.00         0.7493  0.0155  0.0159       0.7483   0.0129   0.0117  
  -0.20  0.20  16.00  20.00         0.7245  0.0076  0.0077       0.7504   0.0058   0.0058  
  0.20  0.30  16.00  20.00         0.6981  0.0134  0.0135       0.7476   0.0115   0.0116  
  0.30  0.80  16.00  20.00         0.7559  0.0059  0.0060       0.7925   0.0045   0.0045  
  0.80  1.20  16.00  20.00         0.7891  0.0061  0.0061       0.8099   0.0049   0.0049  
  1.20  1.60  16.00  20.00         0.8287  0.0054  0.0054       0.8480   0.0046   0.0047  
  1.60  2.10  16.00  20.00         0.8491  0.0047  0.0048       0.8716   0.0039   0.0039  
  2.10  2.40  16.00  20.00         0.8397  0.0069  0.0071       0.8752   0.0049   0.0049  
  -2.40  -2.10  20.00  25.00         0.8995  0.0040  0.0040       0.9204   0.0030   0.0030  
  -2.10  -1.60  20.00  25.00         0.9027  0.0027  0.0028       0.9110   0.0022   0.0023  
  -1.60  -1.20  20.00  25.00         0.8705  0.0033  0.0033       0.8900   0.0027   0.0027  
  -1.20  -0.80  20.00  25.00         0.8489  0.0035  0.0035       0.8620   0.0029   0.0029  
  -0.80  -0.30  20.00  25.00         0.8265  0.0032  0.0033       0.8543   0.0025   0.0025  
  -0.30  -0.20  20.00  25.00         0.8009  0.0086  0.0085       0.8414   0.0056   0.0057  
  -0.20  0.20  20.00  25.00         0.8052  0.0040  0.0040       0.8341   0.0027   0.0028  
  0.20  0.30  20.00  25.00         0.8070  0.0082  0.0084       0.8475   0.0058   0.0058  
  0.30  0.80  20.00  25.00         0.8276  0.0032  0.0033       0.8485   0.0024   0.0024  
  0.80  1.20  20.00  25.00         0.8467  0.0035  0.0036       0.8639   0.0028   0.0028  
  1.20  1.60  20.00  25.00         0.8808  0.0032  0.0033       0.8888   0.0027   0.0028  
  1.60  2.10  20.00  25.00         0.8981  0.0028  0.0028       0.9108   0.0022   0.0023  
  2.10  2.40  20.00  25.00         0.8945  0.0041  0.0042       0.9128   0.0030   0.0031  
  -2.40  -2.10  25.00  30.00         0.9327  0.0028  0.0028       0.9467   0.0020   0.0020  
  -2.10  -1.60  25.00  30.00         0.9271  0.0019  0.0020       0.9376   0.0016   0.0016  
  -1.60  -1.20  25.00  30.00         0.9152  0.0023  0.0023       0.9208   0.0019   0.0019  
  -1.20  -0.80  25.00  30.00         0.8928  0.0024  0.0025       0.9040   0.0020   0.0020  
  -0.80  -0.30  25.00  30.00         0.8767  0.0021  0.0021       0.8945   0.0016   0.0016  
  -0.30  -0.20  25.00  30.00         0.8666  0.0048  0.0049       0.8874   0.0034   0.0034  
  -0.20  0.20  25.00  30.00         0.8660  0.0022  0.0022       0.8935   0.0016   0.0016  
  0.20  0.30  25.00  30.00         0.8724  0.0047  0.0048       0.8928   0.0035   0.0036  
  0.30  0.80  25.00  30.00         0.8822  0.0020  0.0021       0.8955   0.0016   0.0016  
  0.80  1.20  25.00  30.00         0.8896  0.0026  0.0025       0.9023   0.0020   0.0020  
  1.20  1.60  25.00  30.00         0.9147  0.0023  0.0023       0.9201   0.0019   0.0019  
  1.60  2.10  25.00  30.00         0.9286  0.0019  0.0020       0.9361   0.0016   0.0017  
  2.10  2.40  25.00  30.00         0.9287  0.0027  0.0028       0.9474   0.0020   0.0021  
  -2.40  -2.10  30.00  40.00         0.9630  0.0012  0.0012       0.9688   0.0009   0.0009  
  -2.10  -1.60  30.00  40.00         0.9610  0.0008  0.0008       0.9655   0.0007   0.0007  
  -1.60  -1.20  30.00  40.00         0.9530  0.0009  0.0009       0.9566   0.0008   0.0008  
  -1.20  -0.80  30.00  40.00         0.9407  0.0009  0.0009       0.9472   0.0007   0.0008  
  -0.80  -0.30  30.00  40.00         0.9309  0.0008  0.0008       0.9436   0.0006   0.0006  
  -0.30  -0.20  30.00  40.00         0.9281  0.0018  0.0018       0.9399   0.0015   0.0015  
  -0.20  0.20  30.00  40.00         0.9240  0.0009  0.0009       0.9399   0.0007   0.0007  
  0.20  0.30  30.00  40.00         0.9247  0.0018  0.0019       0.9427   0.0015   0.0015  
  0.30  0.80  30.00  40.00         0.9332  0.0008  0.0008       0.9436   0.0006   0.0006  
  0.80  1.20  30.00  40.00         0.9409  0.0009  0.0009       0.9472   0.0007   0.0008  
  1.20  1.60  30.00  40.00         0.9523  0.0009  0.0009       0.9572   0.0008   0.0008  
  1.60  2.10  30.00  40.00         0.9617  0.0008  0.0008       0.9655   0.0007   0.0007  
  2.10  2.40  30.00  40.00         0.9622  0.0012  0.0012       0.9702   0.0009   0.0009  
  -2.40  -2.10  40.00  60.00         0.9842  0.0006  0.0007       0.9887   0.0004   0.0004  
  -2.10  -1.60  40.00  60.00         0.9856  0.0004  0.0004       0.9884   0.0003   0.0003  
  -1.60  -1.20  40.00  60.00         0.9828  0.0004  0.0004       0.9848   0.0003   0.0003  
  -1.20  -0.80  40.00  60.00         0.9765  0.0004  0.0004       0.9807   0.0004   0.0004  
  -0.80  -0.30  40.00  60.00         0.9700  0.0004  0.0004       0.9781   0.0003   0.0003  
  -0.30  -0.20  40.00  60.00         0.9648  0.0011  0.0011       0.9746   0.0008   0.0008  
  -0.20  0.20  40.00  60.00         0.9643  0.0005  0.0005       0.9751   0.0004   0.0004  
  0.20  0.30  40.00  60.00         0.9674  0.0010  0.0011       0.9750   0.0008   0.0008  
  0.30  0.80  40.00  60.00         0.9706  0.0004  0.0004       0.9774   0.0004   0.0004  
  0.80  1.20  40.00  60.00         0.9758  0.0004  0.0004       0.9799   0.0004   0.0004  
  1.20  1.60  40.00  60.00         0.9814  0.0004  0.0004       0.9845   0.0003   0.0003  
  1.60  2.10  40.00  60.00         0.9860  0.0004  0.0004       0.9888   0.0003   0.0003  
  2.10  2.40  40.00  60.00         0.9844  0.0006  0.0006       0.9895   0.0004   0.0004  
  -2.40  -2.10  60.00  100.00         0.9917  0.0016  0.0017       0.9946   0.0010   0.0011  
  -2.10  -1.60  60.00  100.00         0.9924  0.0009  0.0010       0.9929   0.0008   0.0008  
  -1.60  -1.20  60.00  100.00         0.9912  0.0009  0.0010       0.9911   0.0008   0.0009  
  -1.20  -0.80  60.00  100.00         0.9886  0.0010  0.0011       0.9890   0.0009   0.0009  
  -0.80  -0.30  60.00  100.00         0.9857  0.0010  0.0010       0.9882   0.0008   0.0008  
  -0.30  -0.20  60.00  100.00         0.9829  0.0025  0.0026       0.9874   0.0039   0.0020  
  -0.20  0.20  60.00  100.00         0.9845  0.0011  0.0012       0.9865   0.0009   0.0010  
  0.20  0.30  60.00  100.00         0.9839  0.0023  0.0025       0.9862   0.0021   0.0022  
  0.30  0.80  60.00  100.00         0.9877  0.0009  0.0009       0.9879   0.0008   0.0008  
  0.80  1.20  60.00  100.00         0.9877  0.0010  0.0011       0.9904   0.0009   0.0009  
  1.20  1.60  60.00  100.00         0.9915  0.0009  0.0010       0.9935   0.0008   0.0008  
  1.60  2.10  60.00  100.00         0.9929  0.0009  0.0009       0.9929   0.0008   0.0008  
  2.10  2.40  60.00  100.00         0.9947  0.0016  0.0017       0.9923   0.0012   0.0013  
  -2.40  -2.10  100.00  200.00         0.9922  0.0034  0.0047       0.9997   0.0003   0.0046  
  -2.10  -1.60  100.00  200.00         0.9925  0.0026  0.0030       0.9894   0.0026   0.0028  
  -1.60  -1.20  100.00  200.00         0.9905  0.0029  0.0034       0.9932   0.0025   0.0027  
  -1.20  -0.80  100.00  200.00         0.9887  0.0028  0.0032       0.9936   0.0027   0.0031  
  -0.80  -0.30  100.00  200.00         0.9893  0.0023  0.0026       0.9929   0.0022   0.0024  
  -0.30  -0.20  100.00  200.00         0.9932  0.0045  0.0059       1.0000   0.0029   0.0029  
  -0.20  0.20  100.00  200.00         0.9834  0.0032  0.0035       0.9827   0.0031   0.0033  
  0.20  0.30  100.00  200.00         0.9951  0.0041  0.0057       0.9871   0.0045   0.0058  
  0.30  0.80  100.00  200.00         0.9928  0.0021  0.0023       0.9932   0.0019   0.0022  
  0.80  1.20  100.00  200.00         0.9906  0.0026  0.0030       0.9925   0.0023   0.0026  
  1.20  1.60  100.00  200.00         0.9971  0.0019  0.0023       0.9903   0.0023   0.0027  
  1.60  2.10  100.00  200.00         0.9947  0.0025  0.0030       0.9926   0.0020   0.0023  
  2.10  2.40  100.00  200.00         1.0000  0.0012  0.0012       0.9847   0.0042   0.0052  
