-2.500	-2.000	10.000	20.000	0.179	0.004	0.223	0.003	0.001	0.001	0.005	0.022
-2.000	-1.566	10.000	20.000	0.195	0.004	0.267	0.003	0.004	0.007	0.005	0.006
-1.566	-1.444	10.000	20.000	0.169	0.009	0.164	0.006	0.005	0.021	0.008	0.000
-1.444	-0.800	10.000	20.000	0.293	0.004	0.298	0.003	0.001	0.007	0.007	0.001
-0.800	0.000	10.000	20.000	0.325	0.007	0.352	0.003	0.018	0.004	0.005	0.014
0.000	0.800	10.000	20.000	0.337	0.005	0.354	0.003	0.018	0.003	0.004	0.010
0.800	1.444	10.000	20.000	0.307	0.004	0.299	0.003	0.007	0.002	0.002	0.002
1.444	1.566	10.000	20.000	0.176	0.010	0.161	0.006	0.006	0.007	0.025	0.028
1.566	2.000	10.000	20.000	0.209	0.002	0.257	0.003	0.004	0.003	0.003	0.001
2.000	2.500	10.000	20.000	0.205	0.003	0.255	0.003	0.028	0.005	0.016	0.004
-2.500	-2.000	20.000	30.000	0.311	0.002	0.409	0.002	0.004	0.002	0.006	0.010
-2.000	-1.566	20.000	30.000	0.332	0.003	0.437	0.002	0.010	0.007	0.004	0.012
-1.566	-1.444	20.000	30.000	0.247	0.004	0.272	0.004	0.003	0.139	0.003	0.001
-1.444	-0.800	20.000	30.000	0.438	0.002	0.471	0.002	0.010	0.004	0.005	0.010
-0.800	0.000	20.000	30.000	0.474	0.002	0.516	0.001	0.016	0.001	0.000	0.012
0.000	0.800	20.000	30.000	0.492	0.002	0.519	0.001	0.017	0.000	0.005	0.007
0.800	1.444	20.000	30.000	0.444	0.114	0.473	0.002	0.013	0.007	0.002	0.007
1.444	1.566	20.000	30.000	0.237	0.005	0.262	0.004	0.005	0.069	0.017	0.020
1.566	2.000	20.000	30.000	0.335	0.002	0.432	0.002	0.005	0.001	0.002	0.002
2.000	2.500	20.000	30.000	0.332	0.003	0.440	0.002	0.007	0.001	0.005	0.002
-2.500	-2.000	30.000	40.000	0.426	0.002	0.541	0.001	0.004	0.008	0.001	0.004
-2.000	-1.566	30.000	40.000	0.453	0.002	0.565	0.001	0.005	0.004	0.002	0.003
-1.566	-1.444	30.000	40.000	0.378	0.004	0.408	0.003	0.001	0.003	0.004	0.004
-1.444	-0.800	30.000	40.000	0.578	0.001	0.610	0.001	0.009	0.005	0.001	0.003
-0.800	0.000	30.000	40.000	0.600	0.001	0.649	0.001	0.005	0.002	0.003	0.004
0.000	0.800	30.000	40.000	0.610	0.111	0.647	0.001	0.004	0.001	0.004	0.004
0.800	1.444	30.000	40.000	0.573	0.001	0.612	0.001	0.007	0.003	0.001	0.002
1.444	1.566	30.000	40.000	0.370	0.008	0.404	0.003	0.004	0.002	0.011	0.008
1.566	2.000	30.000	40.000	0.466	0.001	0.566	0.001	0.005	0.004	0.003	0.004
2.000	2.500	30.000	40.000	0.445	0.002	0.570	0.001	0.006	0.011	0.002	0.004
-2.500	-2.000	40.000	50.000	0.495	0.002	0.623	0.002	0.002	0.007	0.007	0.000
-2.000	-1.566	40.000	50.000	0.536	0.002	0.646	0.001	0.001	0.004	0.005	0.000
-1.566	-1.444	40.000	50.000	0.498	0.003	0.539	0.003	0.001	0.006	0.006	0.018
-1.444	-0.800	40.000	50.000	0.665	0.001	0.702	0.001	0.001	0.005	0.001	0.001
-0.800	0.000	40.000	50.000	0.677	0.001	0.732	0.001	0.001	0.007	0.004	0.002
0.000	0.800	40.000	50.000	0.690	0.001	0.727	0.001	0.001	0.008	0.004	0.000
0.800	1.444	40.000	50.000	0.666	0.001	0.706	0.001	0.002	0.006	0.003	0.000
1.444	1.566	40.000	50.000	0.487	0.004	0.541	0.003	0.000	0.003	0.016	0.003
1.566	2.000	40.000	50.000	0.551	0.002	0.650	0.001	0.002	0.005	0.002	0.001
2.000	2.500	40.000	50.000	0.512	0.002	0.646	0.002	0.004	0.007	0.004	0.001
-2.500	-2.000	50.000	2000	0.536	0.003	0.667	0.003	0.002	0.013	0.006	0.001
-2.000	-1.566	50.000	2000	0.579	0.002	0.693	0.002	0.001	0.013	0.004	0.005
-1.566	-1.444	50.000	2000	0.528	0.131	0.573	0.005	0.008	0.021	0.000	0.007
-1.444	-0.800	50.000	2000	0.715	0.001	0.753	0.001	0.002	0.011	0.004	0.002
-0.800	0.000	50.000	2000	0.723	0.001	0.779	0.001	0.001	0.016	0.001	0.001
0.000	0.800	50.000	2000	0.735	0.002	0.776	0.001	0.001	0.017	0.005	0.002
0.800	1.444	50.000	2000	0.717	0.001	0.758	0.001	0.002	0.014	0.001	0.006
1.444	1.566	50.000	2000	0.512	0.006	0.577	0.005	0.001	0.016	0.001	0.013
1.566	2.000	50.000	2000	0.599	0.002	0.694	0.002	0.002	0.013	0.000	0.004
2.000	2.500	50.000	2000	0.552	0.003	0.689	0.003	0.002	0.009	0.003	0.007
