-2.40	-2.10	0.0	10.0		0.000	0.000	0.001
-2.40	-2.10	10.0	20.0		0.000	0.000	0.000
-2.40	-2.10	20.0	21.0		0.005	0.002	0.004
-2.40	-2.10	21.0	22.0		0.011	0.003	0.005
-2.40	-2.10	22.0	23.0		0.088	0.009	0.010
-2.40	-2.10	23.0	24.0		0.652	0.014	0.014
-2.40	-2.10	24.0	25.0		0.762	0.012	0.012
-2.40	-2.10	25.0	26.0		0.786	0.011	0.011
-2.40	-2.10	26.0	30.0		0.818	0.004	0.004
-2.40	-2.10	30.0	35.0		0.848	0.003	0.003
-2.40	-2.10	35.0	40.0		0.861	0.002	0.002
-2.40	-2.10	40.0	45.0		0.875	0.002	0.002
-2.40	-2.10	45.0	50.0		0.877	0.003	0.003
-2.40	-2.10	50.0	60.0		0.874	0.004	0.004
-2.40	-2.10	60.0	100.0		0.869	0.006	0.006
-2.40	-2.10	100.0	200.0		0.883	0.021	0.019
-2.10	-1.60	0.0	10.0		0.000	0.000	0.001
-2.10	-1.60	10.0	20.0		0.000	0.000	0.000
-2.10	-1.60	20.0	21.0		0.001	0.001	0.002
-2.10	-1.60	21.0	22.0		0.001	0.001	0.001
-2.10	-1.60	22.0	23.0		0.058	0.005	0.006
-2.10	-1.60	23.0	24.0		0.813	0.009	0.009
-2.10	-1.60	24.0	25.0		0.876	0.007	0.007
-2.10	-1.60	25.0	26.0		0.882	0.006	0.006
-2.10	-1.60	26.0	30.0		0.892	0.003	0.003
-2.10	-1.60	30.0	35.0		0.898	0.002	0.002
-2.10	-1.60	35.0	40.0		0.899	0.002	0.002
-2.10	-1.60	40.0	45.0		0.899	0.001	0.001
-2.10	-1.60	45.0	50.0		0.901	0.002	0.002
-2.10	-1.60	50.0	60.0		0.899	0.002	0.002
-2.10	-1.60	60.0	100.0		0.903	0.003	0.003
-2.10	-1.60	100.0	200.0		0.891	0.012	0.011
-1.60	-1.20	0.0	10.0		0.000	0.000	0.002
-1.60	-1.20	10.0	20.0		0.001	0.000	0.001
-1.60	-1.20	20.0	21.0		0.011	0.003	0.004
-1.60	-1.20	21.0	22.0		0.015	0.003	0.004
-1.60	-1.20	22.0	23.0		0.079	0.007	0.007
-1.60	-1.20	23.0	24.0		0.888	0.008	0.008
-1.60	-1.20	24.0	25.0		0.934	0.006	0.006
-1.60	-1.20	25.0	26.0		0.947	0.005	0.005
-1.60	-1.20	26.0	30.0		0.952	0.002	0.002
-1.60	-1.20	30.0	35.0		0.958	0.001	0.001
-1.60	-1.20	35.0	40.0		0.962	0.001	0.001
-1.60	-1.20	40.0	45.0		0.962	0.001	0.001
-1.60	-1.20	45.0	50.0		0.963	0.001	0.001
-1.60	-1.20	50.0	60.0		0.965	0.001	0.001
-1.60	-1.20	60.0	100.0		0.966	0.002	0.002
-1.60	-1.20	100.0	200.0		0.954	0.008	0.007
-1.20	-0.80	0.0	10.0		0.000	0.000	0.003
-1.20	-0.80	10.0	20.0		0.000	0.000	0.000
-1.20	-0.80	20.0	21.0		0.003	0.001	0.003
-1.20	-0.80	21.0	22.0		0.002	0.001	0.002
-1.20	-0.80	22.0	23.0		0.040	0.005	0.006
-1.20	-0.80	23.0	24.0		0.875	0.008	0.008
-1.20	-0.80	24.0	25.0		0.909	0.007	0.006
-1.20	-0.80	25.0	26.0		0.925	0.006	0.006
-1.20	-0.80	26.0	30.0		0.933	0.002	0.002
-1.20	-0.80	30.0	35.0		0.938	0.001	0.001
-1.20	-0.80	35.0	40.0		0.942	0.001	0.001
-1.20	-0.80	40.0	45.0		0.941	0.001	0.001
-1.20	-0.80	45.0	50.0		0.942	0.001	0.001
-1.20	-0.80	50.0	60.0		0.942	0.002	0.002
-1.20	-0.80	60.0	100.0		0.938	0.003	0.002
-1.20	-0.80	100.0	200.0		0.927	0.009	0.008
-0.80	-0.30	0.0	10.0		0.000	0.000	0.005
-0.80	-0.30	10.0	20.0		0.000	0.000	0.000
-0.80	-0.30	20.0	21.0		0.000	0.000	0.001
-0.80	-0.30	21.0	22.0		0.000	0.000	0.001
-0.80	-0.30	22.0	23.0		0.017	0.003	0.003
-0.80	-0.30	23.0	24.0		0.929	0.005	0.005
-0.80	-0.30	24.0	25.0		0.965	0.004	0.003
-0.80	-0.30	25.0	26.0		0.967	0.003	0.003
-0.80	-0.30	26.0	30.0		0.966	0.001	0.001
-0.80	-0.30	30.0	35.0		0.969	0.001	0.001
-0.80	-0.30	35.0	40.0		0.968	0.001	0.001
-0.80	-0.30	40.0	45.0		0.967	0.001	0.001
-0.80	-0.30	45.0	50.0		0.967	0.001	0.001
-0.80	-0.30	50.0	60.0		0.966	0.001	0.001
-0.80	-0.30	60.0	100.0		0.964	0.002	0.002
-0.80	-0.30	100.0	200.0		0.958	0.006	0.005
-0.30	-0.20	0.0	10.0		0.000	0.000	0.033
-0.30	-0.20	10.0	20.0		0.000	0.000	0.001
-0.30	-0.20	20.0	21.0		0.000	0.000	0.006
-0.30	-0.20	21.0	22.0		0.000	0.000	0.004
-0.30	-0.20	22.0	23.0		0.017	0.006	0.008
-0.30	-0.20	23.0	24.0		0.853	0.017	0.015
-0.30	-0.20	24.0	25.0		0.898	0.013	0.012
-0.30	-0.20	25.0	26.0		0.903	0.012	0.011
-0.30	-0.20	26.0	30.0		0.902	0.005	0.004
-0.30	-0.20	30.0	35.0		0.901	0.003	0.003
-0.30	-0.20	35.0	40.0		0.901	0.003	0.003
-0.30	-0.20	40.0	45.0		0.904	0.002	0.002
-0.30	-0.20	45.0	50.0		0.903	0.003	0.003
-0.30	-0.20	50.0	60.0		0.895	0.004	0.004
-0.30	-0.20	60.0	100.0		0.896	0.006	0.006
-0.30	-0.20	100.0	200.0		0.854	0.024	0.021
-0.20	0.20	0.0	10.0		0.000	0.000	0.011
-0.20	0.20	10.0	20.0		0.000	0.000	0.000
-0.20	0.20	20.0	21.0		0.000	0.000	0.001
-0.20	0.20	21.0	22.0		0.000	0.000	0.001
-0.20	0.20	22.0	23.0		0.016	0.003	0.003
-0.20	0.20	23.0	24.0		0.899	0.006	0.006
-0.20	0.20	24.0	25.0		0.958	0.004	0.004
-0.20	0.20	25.0	26.0		0.962	0.003	0.003
-0.20	0.20	26.0	30.0		0.969	0.001	0.001
-0.20	0.20	30.0	35.0		0.966	0.001	0.001
-0.20	0.20	35.0	40.0		0.969	0.001	0.001
-0.20	0.20	40.0	45.0		0.967	0.001	0.001
-0.20	0.20	45.0	50.0		0.967	0.001	0.001
-0.20	0.20	50.0	60.0		0.964	0.001	0.001
-0.20	0.20	60.0	100.0		0.965	0.002	0.002
-0.20	0.20	100.0	200.0		0.959	0.007	0.006
0.20	0.30	0.0	10.0		0.000	0.000	0.051
0.20	0.30	10.0	20.0		0.000	0.000	0.001
0.20	0.30	20.0	21.0		0.000	0.000	0.006
0.20	0.30	21.0	22.0		0.000	0.000	0.005
0.20	0.30	22.0	23.0		0.018	0.006	0.008
0.20	0.30	23.0	24.0		0.827	0.017	0.016
0.20	0.30	24.0	25.0		0.896	0.013	0.012
0.20	0.30	25.0	26.0		0.904	0.012	0.011
0.20	0.30	26.0	30.0		0.903	0.005	0.004
0.20	0.30	30.0	35.0		0.902	0.003	0.003
0.20	0.30	35.0	40.0		0.905	0.003	0.003
0.20	0.30	40.0	45.0		0.903	0.003	0.002
0.20	0.30	45.0	50.0		0.906	0.003	0.003
0.20	0.30	50.0	60.0		0.906	0.004	0.004
0.20	0.30	60.0	100.0		0.895	0.007	0.006
0.20	0.30	100.0	200.0		0.900	0.023	0.020
0.30	0.80	0.0	10.0		0.000	0.000	0.005
0.30	0.80	10.0	20.0		0.000	0.000	0.000
0.30	0.80	20.0	21.0		0.001	0.000	0.001
0.30	0.80	21.0	22.0		0.000	0.000	0.001
0.30	0.80	22.0	23.0		0.023	0.003	0.004
0.30	0.80	23.0	24.0		0.908	0.006	0.006
0.30	0.80	24.0	25.0		0.950	0.004	0.004
0.30	0.80	25.0	26.0		0.953	0.004	0.004
0.30	0.80	26.0	30.0		0.960	0.001	0.001
0.30	0.80	30.0	35.0		0.961	0.001	0.001
0.30	0.80	35.0	40.0		0.961	0.001	0.001
0.30	0.80	40.0	45.0		0.959	0.001	0.001
0.30	0.80	45.0	50.0		0.959	0.001	0.001
0.30	0.80	50.0	60.0		0.957	0.001	0.001
0.30	0.80	60.0	100.0		0.958	0.002	0.002
0.30	0.80	100.0	200.0		0.960	0.006	0.005
0.80	1.20	0.0	10.0		0.000	0.000	0.003
0.80	1.20	10.0	20.0		0.001	0.000	0.001
0.80	1.20	20.0	21.0		0.003	0.001	0.003
0.80	1.20	21.0	22.0		0.001	0.001	0.002
0.80	1.20	22.0	23.0		0.051	0.006	0.006
0.80	1.20	23.0	24.0		0.874	0.008	0.008
0.80	1.20	24.0	25.0		0.912	0.007	0.006
0.80	1.20	25.0	26.0		0.924	0.006	0.006
0.80	1.20	26.0	30.0		0.931	0.002	0.002
0.80	1.20	30.0	35.0		0.935	0.001	0.001
0.80	1.20	35.0	40.0		0.937	0.001	0.001
0.80	1.20	40.0	45.0		0.938	0.001	0.001
0.80	1.20	45.0	50.0		0.939	0.001	0.001
0.80	1.20	50.0	60.0		0.936	0.002	0.002
0.80	1.20	60.0	100.0		0.937	0.003	0.002
0.80	1.20	100.0	200.0		0.928	0.009	0.008
1.20	1.60	0.0	10.0		0.000	0.000	0.002
1.20	1.60	10.0	20.0		0.001	0.000	0.001
1.20	1.60	20.0	21.0		0.016	0.004	0.005
1.20	1.60	21.0	22.0		0.020	0.004	0.005
1.20	1.60	22.0	23.0		0.081	0.007	0.008
1.20	1.60	23.0	24.0		0.876	0.009	0.008
1.20	1.60	24.0	25.0		0.928	0.006	0.006
1.20	1.60	25.0	26.0		0.928	0.006	0.006
1.20	1.60	26.0	30.0		0.942	0.002	0.002
1.20	1.60	30.0	35.0		0.950	0.001	0.001
1.20	1.60	35.0	40.0		0.957	0.001	0.001
1.20	1.60	40.0	45.0		0.955	0.001	0.001
1.20	1.60	45.0	50.0		0.956	0.001	0.001
1.20	1.60	50.0	60.0		0.959	0.001	0.001
1.20	1.60	60.0	100.0		0.957	0.002	0.002
1.20	1.60	100.0	200.0		0.955	0.008	0.007
1.60	2.10	0.0	10.0		0.000	0.000	0.001
1.60	2.10	10.0	20.0		0.000	0.000	0.000
1.60	2.10	20.0	21.0		0.002	0.001	0.002
1.60	2.10	21.0	22.0		0.003	0.001	0.002
1.60	2.10	22.0	23.0		0.059	0.005	0.006
1.60	2.10	23.0	24.0		0.839	0.008	0.008
1.60	2.10	24.0	25.0		0.897	0.007	0.006
1.60	2.10	25.0	26.0		0.906	0.006	0.006
1.60	2.10	26.0	30.0		0.906	0.002	0.002
1.60	2.10	30.0	35.0		0.913	0.002	0.002
1.60	2.10	35.0	40.0		0.914	0.001	0.001
1.60	2.10	40.0	45.0		0.916	0.001	0.001
1.60	2.10	45.0	50.0		0.918	0.001	0.001
1.60	2.10	50.0	60.0		0.913	0.002	0.002
1.60	2.10	60.0	100.0		0.920	0.003	0.003
1.60	2.10	100.0	200.0		0.905	0.012	0.011
2.10	2.40	0.0	10.0		0.000	0.000	0.002
2.10	2.40	10.0	20.0		0.000	0.000	0.000
2.10	2.40	20.0	21.0		0.005	0.002	0.004
2.10	2.40	21.0	22.0		0.012	0.004	0.005
2.10	2.40	22.0	23.0		0.108	0.009	0.010
2.10	2.40	23.0	24.0		0.616	0.014	0.014
2.10	2.40	24.0	25.0		0.734	0.012	0.012
2.10	2.40	25.0	26.0		0.766	0.011	0.011
2.10	2.40	26.0	30.0		0.795	0.005	0.004
2.10	2.40	30.0	35.0		0.836	0.003	0.003
2.10	2.40	35.0	40.0		0.849	0.003	0.003
2.10	2.40	40.0	45.0		0.859	0.002	0.002
2.10	2.40	45.0	50.0		0.868	0.003	0.003
2.10	2.40	50.0	60.0		0.869	0.004	0.004
2.10	2.40	60.0	100.0		0.878	0.006	0.005
2.10	2.40	100.0	200.0		0.848	0.023	0.021
