-2.400	-2.100	0.000	10.000	0.004	0.003	0.008	0.006	0.004
-2.400	-2.100	10.000	11.000	0.013	0.009	0.017	0.008	0.010
-2.400	-2.100	11.000	12.000	0.173	0.030	0.034	0.036	0.023
-2.400	-2.100	12.000	13.000	0.748	0.034	0.032	0.030	0.029
-2.400	-2.100	13.000	14.000	0.892	0.022	0.019	0.014	0.027
-2.400	-2.100	14.000	15.000	0.900	0.022	0.019	0.017	0.010
-2.400	-2.100	15.000	20.000	0.909	0.007	0.006	0.011	0.002
-2.400	-2.100	20.000	25.000	0.916	0.005	0.005	0.003	0.002
-2.400	-2.100	25.000	30.000	0.915	0.004	0.003	0.001	0.008
-2.400	-2.100	30.000	35.000	0.918	0.003	0.003	0.003	0.004
-2.400	-2.100	35.000	40.000	0.918	0.002	0.002	0.001	0.002
-2.400	-2.100	40.000	45.000	0.924	0.002	0.002	0.003	0.004
-2.400	-2.100	45.000	50.000	0.923	0.003	0.002	0.003	0.001
-2.400	-2.100	50.000	60.000	0.919	0.003	0.003	0.001	0.005
-2.400	-2.100	60.000	100.000	0.920	0.006	0.006	0.003	0.006
-2.400	-2.100	100.000	200.000	0.902	0.023	0.019	0.018	0.046
-2.100	-1.600	0.000	10.000	0.000	0.000	0.005	0.000	0.000
-2.100	-1.600	10.000	11.000	0.000	0.000	0.007	0.000	0.000
-2.100	-1.600	11.000	12.000	0.065	0.014	0.017	0.007	0.004
-2.100	-1.600	12.000	13.000	0.838	0.022	0.020	0.007	0.014
-2.100	-1.600	13.000	14.000	0.921	0.015	0.013	0.018	0.022
-2.100	-1.600	14.000	15.000	0.912	0.015	0.013	0.008	0.003
-2.100	-1.600	15.000	20.000	0.913	0.005	0.005	0.001	0.009
-2.100	-1.600	20.000	25.000	0.905	0.004	0.004	0.004	0.003
-2.100	-1.600	25.000	30.000	0.909	0.003	0.003	0.003	0.000
-2.100	-1.600	30.000	35.000	0.905	0.002	0.002	0.002	0.002
-2.100	-1.600	35.000	40.000	0.902	0.002	0.002	0.004	0.004
-2.100	-1.600	40.000	45.000	0.907	0.001	0.001	0.003	0.002
-2.100	-1.600	45.000	50.000	0.907	0.002	0.002	0.001	0.002
-2.100	-1.600	50.000	60.000	0.902	0.002	0.002	0.004	0.007
