-2.500	-2.170	0.000	12.000	0.021	0.010	0.016	0.006	0.007
-2.500	-2.170	12.000	13.000	0.382	0.049	0.052	0.028	0.085
-2.500	-2.170	13.000	15.000	0.703	0.029	0.027	0.023	0.040
-2.500	-2.170	15.000	18.000	0.816	0.016	0.015	0.018	0.033
-2.500	-2.170	18.000	22.000	0.891	0.009	0.008	0.004	0.011
-2.500	-2.170	22.000	30.000	0.926	0.003	0.003	0.005	0.006
-2.500	-2.170	30.000	35.000	0.957	0.002	0.002	0.001	0.006
-2.500	-2.170	35.000	40.000	0.966	0.002	0.002	0.002	0.004
-2.500	-2.170	40.000	50.000	0.976	0.001	0.001	0.001	0.003
-2.500	-2.170	50.000	100.000	0.984	0.002	0.002	0.005	0.002
-2.170	-1.570	0.000	12.000	0.068	0.012	0.014	0.003	0.011
-2.170	-1.570	12.000	13.000	0.415	0.033	0.034	0.046	0.021
-2.170	-1.570	13.000	15.000	0.765	0.017	0.016	0.034	0.037
-2.170	-1.570	15.000	18.000	0.893	0.008	0.007	0.003	0.011
-2.170	-1.570	18.000	22.000	0.949	0.004	0.003	0.007	0.005
-2.170	-1.570	22.000	30.000	0.975	0.001	0.001	0.001	0.002
-2.170	-1.570	30.000	35.000	0.982	0.001	0.001	0.001	0.001
-2.170	-1.570	35.000	40.000	0.985	0.001	0.001	0.000	0.001
-2.170	-1.570	40.000	50.000	0.987	0.000	0.000	0.001	0.001
-2.170	-1.570	50.000	100.000	0.990	0.001	0.001	0.001	0.001
-1.570	-1.440	0.000	12.000	0.102	0.043	0.063	0.056	0.008
-1.570	-1.440	12.000	13.000	0.440	0.114	0.119	0.087	0.182
-1.570	-1.440	13.000	15.000	0.769	0.053	0.046	0.095	0.073
-1.570	-1.440	15.000	18.000	0.856	0.029	0.025	0.040	0.031
-1.570	-1.440	18.000	22.000	0.935	0.013	0.011	0.015	0.019
-1.570	-1.440	22.000	30.000	0.955	0.005	0.004	0.004	0.007
-1.570	-1.440	30.000	35.000	0.970	0.003	0.003	0.001	0.005
-1.570	-1.440	35.000	40.000	0.974	0.002	0.002	0.002	0.003
-1.570	-1.440	40.000	50.000	0.977	0.002	0.001	0.005	0.003
-1.570	-1.440	50.000	100.000	0.978	0.003	0.003	0.004	0.002
-1.440	-0.800	0.000	12.000	0.082	0.012	0.013	0.033	0.011
-1.440	-0.800	12.000	13.000	0.586	0.032	0.031	0.046	0.044
-1.440	-0.800	13.000	15.000	0.828	0.014	0.013	0.009	0.010
-1.440	-0.800	15.000	18.000	0.905	0.007	0.006	0.010	0.008
-1.440	-0.800	18.000	22.000	0.926	0.004	0.004	0.005	0.007
-1.440	-0.800	22.000	30.000	0.951	0.001	0.001	0.002	0.001
-1.440	-0.800	30.000	35.000	0.963	0.001	0.001	0.001	0.001
-1.440	-0.800	35.000	40.000	0.970	0.001	0.001	0.001	0.000
-1.440	-0.800	40.000	50.000	0.972	0.000	0.000	0.000	0.000
-1.440	-0.800	50.000	100.000	0.973	0.001	0.001	0.001	0.000
-0.800	0.000	0.000	12.000	0.081	0.012	0.014	0.008	0.005
-0.800	0.000	12.000	13.000	0.657	0.027	0.026	0.013	0.031
-0.800	0.000	13.000	15.000	0.856	0.011	0.010	0.017	0.011
-0.800	0.000	15.000	18.000	0.894	0.006	0.006	0.007	0.003
-0.800	0.000	18.000	22.000	0.927	0.003	0.003	0.009	0.010
-0.800	0.000	22.000	30.000	0.941	0.001	0.001	0.001	0.002
-0.800	0.000	30.000	35.000	0.953	0.001	0.001	0.001	0.001
-0.800	0.000	35.000	40.000	0.964	0.001	0.001	0.000	0.001
-0.800	0.000	40.000	50.000	0.968	0.000	0.000	0.001	0.001
-0.800	0.000	50.000	100.000	0.974	0.001	0.001	0.001	0.001
0.000	0.800	0.000	12.000	0.102	0.013	0.015	0.015	0.012
0.000	0.800	12.000	13.000	0.626	0.026	0.026	0.024	0.016
0.000	0.800	13.000	15.000	0.816	0.012	0.012	0.018	0.019
0.000	0.800	15.000	18.000	0.890	0.006	0.006	0.010	0.002
0.000	0.800	18.000	22.000	0.912	0.003	0.003	0.001	0.006
0.000	0.800	22.000	30.000	0.927	0.001	0.001	0.003	0.002
0.000	0.800	30.000	35.000	0.943	0.001	0.001	0.001	0.002
0.000	0.800	35.000	40.000	0.953	0.001	0.001	0.001	0.001
0.000	0.800	40.000	50.000	0.957	0.000	0.000	0.000	0.002
0.000	0.800	50.000	100.000	0.963	0.001	0.001	0.000	0.000
0.800	1.440	0.000	12.000	0.089	0.012	0.014	0.003	0.019
0.800	1.440	12.000	13.000	0.584	0.030	0.030	0.001	0.023
0.800	1.440	13.000	15.000	0.844	0.013	0.012	0.036	0.023
0.800	1.440	15.000	18.000	0.922	0.006	0.006	0.007	0.017
0.800	1.440	18.000	22.000	0.937	0.003	0.003	0.002	0.004
0.800	1.440	22.000	30.000	0.952	0.001	0.001	0.001	0.001
0.800	1.440	30.000	35.000	0.965	0.001	0.001	0.001	0.001
0.800	1.440	35.000	40.000	0.969	0.001	0.001	0.000	0.000
0.800	1.440	40.000	50.000	0.971	0.000	0.000	0.001	0.001
0.800	1.440	50.000	100.000	0.974	0.001	0.001	0.000	0.001
1.440	1.570	0.000	12.000	0.098	0.046	0.070	0.048	0.014
1.440	1.570	12.000	13.000	0.304	0.105	0.125	0.225	0.174
1.440	1.570	13.000	15.000	0.718	0.063	0.057	0.050	0.047
1.440	1.570	15.000	18.000	0.866	0.028	0.024	0.028	0.011
1.440	1.570	18.000	22.000	0.948	0.012	0.010	0.001	0.010
1.440	1.570	22.000	30.000	0.971	0.004	0.004	0.005	0.007
1.440	1.570	30.000	35.000	0.982	0.003	0.002	0.003	0.001
1.440	1.570	35.000	40.000	0.980	0.002	0.002	0.004	0.001
1.440	1.570	40.000	50.000	0.984	0.001	0.001	0.004	0.006
1.440	1.570	50.000	100.000	0.984	0.003	0.002	0.003	0.008
1.570	2.170	0.000	12.000	0.047	0.010	0.013	0.011	0.014
1.570	2.170	12.000	13.000	0.342	0.031	0.032	0.027	0.006
1.570	2.170	13.000	15.000	0.709	0.018	0.018	0.031	0.005
1.570	2.170	15.000	18.000	0.881	0.008	0.008	0.011	0.007
1.570	2.170	18.000	22.000	0.952	0.004	0.003	0.001	0.008
1.570	2.170	22.000	30.000	0.978	0.001	0.001	0.002	0.001
1.570	2.170	30.000	35.000	0.984	0.001	0.001	0.001	0.002
1.570	2.170	35.000	40.000	0.988	0.001	0.001	0.000	0.001
1.570	2.170	40.000	50.000	0.990	0.000	0.000	0.001	0.001
1.570	2.170	50.000	100.000	0.992	0.001	0.001	0.001	0.001
2.170	2.500	0.000	12.000	0.018	0.009	0.014	0.004	0.009
2.170	2.500	12.000	13.000	0.342	0.047	0.050	0.079	0.096
2.170	2.500	13.000	15.000	0.590	0.032	0.032	0.026	0.069
2.170	2.500	15.000	18.000	0.768	0.018	0.017	0.010	0.023
2.170	2.500	18.000	22.000	0.828	0.010	0.010	0.017	0.021
2.170	2.500	22.000	30.000	0.909	0.004	0.004	0.001	0.001
2.170	2.500	30.000	35.000	0.948	0.002	0.002	0.002	0.006
2.170	2.500	35.000	40.000	0.963	0.002	0.002	0.003	0.002
2.170	2.500	40.000	50.000	0.971	0.001	0.001	0.002	0.001
2.170	2.500	50.000	100.000	0.977	0.002	0.002	0.001	0.004
2.170	2.500	50.000	100.000	0.977	0.002	0.002	0.001	0.004
