    0.1608042189E+03   -0.6577573554E+04    0.1340787013E+01    0.1345844508E+01    0.1394507549E+01
    0.1608042189E+03   -0.6576442154E+04    0.1340789825E+01    0.1345841634E+01    0.1394462878E+01
    0.1608042189E+03   -0.6575310753E+04    0.1340792636E+01    0.1345838759E+01    0.1394418318E+01
    0.1608042189E+03   -0.6574179352E+04    0.1340795447E+01    0.1345835885E+01    0.1394373869E+01
    0.1608042189E+03   -0.6573047952E+04    0.1340798259E+01    0.1345833010E+01    0.1394329531E+01
    0.1608042189E+03   -0.6571916551E+04    0.1340801071E+01    0.1345830135E+01    0.1394285304E+01
    0.1608042189E+03   -0.6570785151E+04    0.1340803883E+01    0.1345827259E+01    0.1394241187E+01
    0.1608042189E+03   -0.6569653750E+04    0.1340806695E+01    0.1345824384E+01    0.1394197179E+01
    0.1608042189E+03   -0.6568522350E+04    0.1340809508E+01    0.1345821508E+01    0.1394153281E+01
    0.1608042189E+03   -0.6567390949E+04    0.1340812320E+01    0.1345818632E+01    0.1394109492E+01
    0.1608042189E+03   -0.6566259549E+04    0.1340815133E+01    0.1345815755E+01    0.1394065811E+01
    0.1608042189E+03   -0.6565128148E+04    0.1340817946E+01    0.1345812879E+01    0.1394022239E+01
    0.1608042189E+03   -0.6563996748E+04    0.1340820759E+01    0.1345810002E+01    0.1393978774E+01
    0.1608042189E+03   -0.6562865347E+04    0.1340823572E+01    0.1345807125E+01    0.1393935417E+01
    0.1608042189E+03   -0.6561733947E+04    0.1340826385E+01    0.1345804248E+01    0.1393892166E+01
    0.1608042189E+03   -0.6560602546E+04    0.1340829199E+01    0.1345801370E+01    0.1393849023E+01
    0.1608042189E+03   -0.6559471146E+04    0.1340832012E+01    0.1345798492E+01    0.1393805985E+01
    0.1608042189E+03   -0.6558339745E+04    0.1340834826E+01    0.1345795614E+01    0.1393763054E+01
    0.1608042189E+03   -0.6557208344E+04    0.1340837640E+01    0.1345792736E+01    0.1393720228E+01
    0.1608042189E+03   -0.6556076944E+04    0.1340840454E+01    0.1345789858E+01    0.1393677507E+01
    0.1608042189E+03   -0.6554945543E+04    0.1340843269E+01    0.1345786979E+01    0.1393634891E+01
    0.1608042189E+03   -0.6553814143E+04    0.1340846083E+01    0.1345784101E+01    0.1393592379E+01
    0.1608042189E+03   -0.6552682742E+04    0.1340848897E+01    0.1345781222E+01    0.1393549972E+01
    0.1608042189E+03   -0.6551551342E+04    0.1340851712E+01    0.1345778342E+01    0.1393507668E+01
    0.1608042189E+03   -0.6550419941E+04    0.1340854527E+01    0.1345775463E+01    0.1393465467E+01
    0.1608042189E+03   -0.6549288541E+04    0.1340857342E+01    0.1345772583E+01    0.1393423370E+01
    0.1608042189E+03   -0.6548157140E+04    0.1340860157E+01    0.1345769703E+01    0.1393381375E+01
    0.1608042189E+03   -0.6547025740E+04    0.1340862972E+01    0.1345766823E+01    0.1393339482E+01
    0.1608042189E+03   -0.6545894339E+04    0.1340865788E+01    0.1345763943E+01    0.1393297691E+01
    0.1608042189E+03   -0.6544762939E+04    0.1340868603E+01    0.1345761063E+01    0.1393256002E+01
    0.1608042189E+03   -0.6543631538E+04    0.1340871419E+01    0.1345758182E+01    0.1393214414E+01
    0.1608042189E+03   -0.6542500138E+04    0.1340874234E+01    0.1345755301E+01    0.1393172927E+01
    0.1608042189E+03   -0.6541368737E+04    0.1340877050E+01    0.1345752420E+01    0.1393131540E+01
    0.1608042189E+03   -0.6540237336E+04    0.1340879866E+01    0.1345749539E+01    0.1393090254E+01
    0.1608042189E+03   -0.6539105936E+04    0.1340882682E+01    0.1345746658E+01    0.1393049067E+01
    0.1608042189E+03   -0.6537974535E+04    0.1340885499E+01    0.1345743776E+01    0.1393007980E+01
    0.1608042189E+03   -0.6536843135E+04    0.1340888315E+01    0.1345740895E+01    0.1392966992E+01
    0.1608042189E+03   -0.6535711734E+04    0.1340891131E+01    0.1345738013E+01    0.1392926103E+01
    0.1608042189E+03   -0.6534580334E+04    0.1340893948E+01    0.1345735130E+01    0.1392885312E+01
    0.1608042189E+03   -0.6533448933E+04    0.1340896765E+01    0.1345732248E+01    0.1392844620E+01
    0.1608042189E+03   -0.6532317533E+04    0.1340899581E+01    0.1345729366E+01    0.1392804025E+01
    0.1608042189E+03   -0.6531186132E+04    0.1340902398E+01    0.1345726483E+01    0.1392763528E+01
    0.1608042189E+03   -0.6530054732E+04    0.1340905215E+01    0.1345723600E+01    0.1392723128E+01
    0.1608042189E+03   -0.6528923331E+04    0.1340908033E+01    0.1345720717E+01    0.1392682825E+01
    0.1608042189E+03   -0.6527791931E+04    0.1340910850E+01    0.1345717834E+01    0.1392642618E+01
    0.1608042189E+03   -0.6526660530E+04    0.1340913667E+01    0.1345714951E+01    0.1392602507E+01
    0.1608042189E+03   -0.6525529130E+04    0.1340916485E+01    0.1345712067E+01    0.1392562492E+01
    0.1608042189E+03   -0.6524397729E+04    0.1340919302E+01    0.1345709184E+01    0.1392522573E+01
    0.1608042189E+03   -0.6523266328E+04    0.1340922120E+01    0.1345706300E+01    0.1392482749E+01
    0.1608042189E+03   -0.6522134928E+04    0.1340924937E+01    0.1345703416E+01    0.1392443020E+01
    0.1608042189E+03   -0.6521003527E+04    0.1340927755E+01    0.1345700532E+01    0.1392403385E+01
    0.1608042189E+03   -0.6519872127E+04    0.1340930573E+01    0.1345697648E+01    0.1392363845E+01
    0.1608042189E+03   -0.6518740726E+04    0.1340933391E+01    0.1345694763E+01    0.1392324398E+01
    0.1608042189E+03   -0.6517609326E+04    0.1340936209E+01    0.1345691879E+01    0.1392285045E+01
    0.1608042189E+03   -0.6516477925E+04    0.1340939028E+01    0.1345688994E+01    0.1392245785E+01
    0.1608042189E+03   -0.6515346525E+04    0.1340941846E+01    0.1345686109E+01    0.1392206619E+01
    0.1608042189E+03   -0.6514215124E+04    0.1340944664E+01    0.1345683224E+01    0.1392167545E+01
    0.1608042189E+03   -0.6513083724E+04    0.1340947483E+01    0.1345680339E+01    0.1392128563E+01
    0.1608042189E+03   -0.6511952323E+04    0.1340950301E+01    0.1345677453E+01    0.1392089674E+01
    0.1608042189E+03   -0.6510820923E+04    0.1340953120E+01    0.1345674568E+01    0.1392050876E+01
    0.1608042189E+03   -0.6509689522E+04    0.1340955939E+01    0.1345671682E+01    0.1392012170E+01
    0.1608042189E+03   -0.6508558122E+04    0.1340958757E+01    0.1345668797E+01    0.1391973554E+01
    0.1608042189E+03   -0.6507426721E+04    0.1340961576E+01    0.1345665911E+01    0.1391935030E+01
    0.1608042189E+03   -0.6506295320E+04    0.1340964395E+01    0.1345663025E+01    0.1391896596E+01
    0.1608042189E+03   -0.6505163920E+04    0.1340967214E+01    0.1345660139E+01    0.1391858253E+01
    0.1608042189E+03   -0.6504032519E+04    0.1340970033E+01    0.1345657253E+01    0.1391819999E+01
    0.1608042189E+03   -0.6502901119E+04    0.1340972852E+01    0.1345654366E+01    0.1391781835E+01
    0.1608042189E+03   -0.6501769718E+04    0.1340975671E+01    0.1345651480E+01    0.1391743760E+01
    0.1608042189E+03   -0.6500638318E+04    0.1340978491E+01    0.1345648593E+01    0.1391705775E+01
    0.1608042189E+03   -0.6499506917E+04    0.1340981310E+01    0.1345645706E+01    0.1391667878E+01
    0.1608042189E+03   -0.6498375517E+04    0.1340984129E+01    0.1345642820E+01    0.1391630070E+01
    0.1608042189E+03   -0.6497244116E+04    0.1340986949E+01    0.1345639933E+01    0.1391592350E+01
    0.1608042189E+03   -0.6496112716E+04    0.1340989768E+01    0.1345637045E+01    0.1391554718E+01
    0.1608042189E+03   -0.6494981315E+04    0.1340992588E+01    0.1345634158E+01    0.1391517173E+01
    0.1608042189E+03   -0.6493849915E+04    0.1340995408E+01    0.1345631271E+01    0.1391479716E+01
    0.1608042189E+03   -0.6492718514E+04    0.1340998227E+01    0.1345628384E+01    0.1391442346E+01
    0.1608042189E+03   -0.6491587114E+04    0.1341001047E+01    0.1345625496E+01    0.1391405062E+01
    0.1608042189E+03   -0.6490455713E+04    0.1341003867E+01    0.1345622608E+01    0.1391367865E+01
    0.1608042189E+03   -0.6489324312E+04    0.1341006687E+01    0.1345619721E+01    0.1391330755E+01
    0.1608042189E+03   -0.6488192912E+04    0.1341009506E+01    0.1345616833E+01    0.1391293730E+01
    0.1608042189E+03   -0.6487061511E+04    0.1341012326E+01    0.1345613945E+01    0.1391256791E+01
    0.1608042189E+03   -0.6485930111E+04    0.1341015146E+01    0.1345611057E+01    0.1391219937E+01
    0.1608042189E+03   -0.6484798710E+04    0.1341017966E+01    0.1345608169E+01    0.1391183168E+01
    0.1608042189E+03   -0.6483667310E+04    0.1341020786E+01    0.1345605281E+01    0.1391146485E+01
    0.1608042189E+03   -0.6482535909E+04    0.1341023606E+01    0.1345602392E+01    0.1391109885E+01
    0.1608042189E+03   -0.6481404509E+04    0.1341026427E+01    0.1345599504E+01    0.1391073370E+01
    0.1608042189E+03   -0.6480273108E+04    0.1341029247E+01    0.1345596615E+01    0.1391036939E+01
    0.1608042189E+03   -0.6479141708E+04    0.1341032067E+01    0.1345593727E+01    0.1391000592E+01
    0.1608042189E+03   -0.6478010307E+04    0.1341034887E+01    0.1345590838E+01    0.1390964328E+01
    0.1608042189E+03   -0.6476878907E+04    0.1341037707E+01    0.1345587949E+01    0.1390928148E+01
    0.1608042189E+03   -0.6475747506E+04    0.1341040528E+01    0.1345585061E+01    0.1390892050E+01
    0.1608042189E+03   -0.6474616106E+04    0.1341043348E+01    0.1345582172E+01    0.1390856035E+01
    0.1608042189E+03   -0.6473484705E+04    0.1341046168E+01    0.1345579283E+01    0.1390820103E+01
    0.1608042189E+03   -0.6472353304E+04    0.1341048989E+01    0.1345576394E+01    0.1390784252E+01
    0.1608042189E+03   -0.6471221904E+04    0.1341051809E+01    0.1345573504E+01    0.1390748484E+01
    0.1608042189E+03   -0.6470090503E+04    0.1341054629E+01    0.1345570615E+01    0.1390712797E+01
    0.1608042189E+03   -0.6468959103E+04    0.1341057450E+01    0.1345567726E+01    0.1390677192E+01
    0.1608042189E+03   -0.6467827702E+04    0.1341060270E+01    0.1345564837E+01    0.1390641667E+01
    0.1608042189E+03   -0.6466696302E+04    0.1341063090E+01    0.1345561947E+01    0.1390606224E+01
    0.1608042189E+03   -0.6465564901E+04    0.1341065911E+01    0.1345559058E+01    0.1390570861E+01
    0.1608042189E+03   -0.6464433501E+04    0.1341068731E+01    0.1345556168E+01    0.1390535578E+01
    0.1608042189E+03   -0.6463302100E+04    0.1341071552E+01    0.1345553279E+01    0.1390500376E+01
    0.1608042189E+03   -0.6462170700E+04    0.1341074372E+01    0.1345550389E+01    0.1390465253E+01
    0.1608042189E+03   -0.6461039299E+04    0.1341077193E+01    0.1345547499E+01    0.1390430210E+01
