-2.500	-2.100	0.000	20.000	0.001	0.000	0.001
-2.500	-2.100	20.000	23.000	0.008	0.003	0.002
-2.500	-2.100	23.000	24.000	0.119	0.011	0.008
-2.500	-2.100	24.000	25.000	0.429	0.010	0.010
-2.500	-2.100	25.000	26.000	0.699	0.011	0.010
-2.500	-2.100	26.000	30.000	0.903	0.004	0.004
-2.500	-2.100	30.000	35.000	0.939	0.002	0.002
-2.500	-2.100	35.000	40.000	0.948	0.001	0.001
-2.500	-2.100	40.000	45.000	0.955	0.001	0.001
-2.500	-2.100	45.000	50.000	0.962	0.001	0.001
-2.500	-2.100	50.000	60.000	0.965	0.001	0.002
-2.500	-2.100	60.000	100.000	0.966	0.005	0.003
-2.500	-2.100	100.000	200.000	0.969	0.013	0.012
-2.100	-1.570	0.000	20.000	0.002	0.001	0.001
-2.100	-1.570	20.000	23.000	0.036	0.002	0.002
-2.100	-1.570	23.000	24.000	0.358	0.008	0.013
-2.100	-1.570	24.000	25.000	0.745	0.011	0.007
-2.100	-1.570	25.000	26.000	0.896	0.009	0.004
-2.100	-1.570	26.000	30.000	0.947	0.002	0.001
-2.100	-1.570	30.000	35.000	0.959	0.001	0.001
-2.100	-1.570	35.000	40.000	0.965	0.001	0.000
-2.100	-1.570	40.000	45.000	0.972	0.000	0.000
-2.100	-1.570	45.000	50.000	0.977	0.001	0.000
-2.100	-1.570	50.000	60.000	0.979	0.001	0.001
-2.100	-1.570	60.000	100.000	0.980	0.001	0.001
-2.100	-1.570	100.000	200.000	0.986	0.004	0.003
-1.570	-1.440	0.000	20.000	0.041	0.012	0.009
-1.570	-1.440	20.000	23.000	0.209	0.016	0.016
-1.570	-1.440	23.000	24.000	0.448	0.028	0.036
-1.570	-1.440	24.000	25.000	0.635	0.017	0.017
-1.570	-1.440	25.000	26.000	0.746	0.016	0.024
-1.570	-1.440	26.000	30.000	0.805	0.011	0.016
-1.570	-1.440	30.000	35.000	0.855	0.007	0.008
-1.570	-1.440	35.000	40.000	0.884	0.003	0.002
-1.570	-1.440	40.000	45.000	0.898	0.006	0.008
-1.570	-1.440	45.000	50.000	0.911	0.007	0.004
-1.570	-1.440	50.000	60.000	0.908	0.006	0.009
-1.570	-1.440	60.000	100.000	0.907	0.008	0.013
-1.570	-1.440	100.000	200.000	0.916	0.035	0.021
-1.440	-0.800	0.000	20.000	0.004	0.003	0.003
-1.440	-0.800	20.000	23.000	0.022	0.004	0.003
-1.440	-0.800	23.000	24.000	0.242	0.004	0.004
-1.440	-0.800	24.000	25.000	0.623	0.016	0.009
-1.440	-0.800	25.000	26.000	0.797	0.005	0.006
-1.440	-0.800	26.000	30.000	0.863	0.005	0.003
-1.440	-0.800	30.000	35.000	0.888	0.002	0.001
-1.440	-0.800	35.000	40.000	0.909	0.001	0.002
-1.440	-0.800	40.000	45.000	0.921	0.000	0.001
-1.440	-0.800	45.000	50.000	0.925	0.001	0.001
-1.440	-0.800	50.000	60.000	0.931	0.001	0.002
-1.440	-0.800	60.000	100.000	0.936	0.002	0.003
-1.440	-0.800	100.000	200.000	0.952	0.003	0.005
-0.800	0.000	0.000	20.000	0.002	0.001	0.001
-0.800	0.000	20.000	23.000	0.010	0.001	0.002
-0.800	0.000	23.000	24.000	0.263	0.007	0.005
-0.800	0.000	24.000	25.000	0.756	0.004	0.006
-0.800	0.000	25.000	26.000	0.866	0.004	0.003
