#                                                                        
#   id efficiencies for data on the left and MC on the right                                                                       
#      MC: MG+Py8                                                                   
#                                                                        
#
# 
#    
#                                                 data                                                      MC
# etamin  etamax  ptmin   ptmax   eff     deff_high       deff_low                                eff     deff_high       deff_low
-2.4    -2.1    10      13      0.87485 0.0158589        0.0159232                                0.937307        0.00930157       0.0082251
-2.1    -1.6    10      13      0.943465        0.00991304       0.0100255                        0.97417 0.00408767       0.00428731
-1.6    -1.2    10      13      0.954618        0.00936404       0.00960297                       0.977642        0.00396262       0.00421419
-1.2    -0.8    10      13      0.910967        0.0121587        0.0123849                        0.959667        0.00522442       0.00544288
-0.8    -0.3    10      13      0.918598        0.0149263        0.0151149                        0.979971        0.00465652       0.00502647
-0.3    -0.2    10      13      0.849763        0.0476362        0.0483182                        0.875005        0.0221482        0.0238458
-0.2    0.2     10      13      0.941114        0.0237863        0.0240713                        0.96443 0.00829166       0.00909465
0.2     0.3     10      13      0.772231        0.0477975        0.0476712                        0.887515        0.0268529        0.0283449
0.3     0.8     10      13      0.947781        0.0132583        0.0135008                        0.970376        0.00558392       0.00593718
0.8     1.2     10      13      0.895671        0.0120354        0.0122791                        0.964319        0.00523215       0.00549199
1.2     1.6     10      13      0.948153        0.0104763        0.0106686                        0.977098        0.00414694       0.00437822
1.6     2.1     10      13      0.95045 0.0111467        0.0112459                                0.961156        0.00460972       0.00480132
2.1     2.4     10      13      0.877929        0.0165313        0.0166239                        0.935908        0.00716089       0.00745068
-2.4    -2.1    13      16      0.893365        0.0107943        0.0110426                        0.939943        0.0055579        0.0057679
-2.1    -1.6    13      16      0.949989        0.00619591       0.00633216                       0.98049 0.0027135        0.00285594
-1.6    -1.2    13      16      0.97038 0.00559384       0.00577772                               0.982109        0.00272944       0.00289464
-1.2    -0.8    13      16      0.922385        0.0071837        0.00729842                       0.955435        0.00366333       0.00377967
-0.8    -0.3    13      16      0.931821        0.00811922       0.0082893                        0.978252        0.00287832       0.00303776
-0.3    -0.2    13      16      0.861824        0.0251743        0.0256856                        0.902609        0.0120968        0.0125904
-0.2    0.2     13      16      0.939901        0.0109674        0.0112165                        0.96392 0.00495162       0.00519408
0.2     0.3     13      16      0.803782        0.024737         0.0252687                        0.872614        0.0136211        0.0142771
0.3     0.8     13      16      0.945558        0.00755452       0.00769549                       0.976154        0.00302924       0.00319921
0.8     1.2     13      16      0.935275        0.00703967       0.00721083                       0.96129 0.00367216       0.00379759
1.2     1.6     13      16      0.957089        0.00636134       0.00654596                       0.986024        0.00266809       0.00283458
1.6     2.1     13      16      0.955774        0.0067241        0.00688935                       0.976263        0.00299649       0.00314047
2.1     2.4     13      16      0.885342        0.011013         0.0111893                        0.945601        0.00579642       0.00604775
-2.4    -2.1    16      20      0.899232        0.00673613       0.00684037                       0.943014        0.00369415       0.00381764
-2.1    -1.6    16      20      0.952936        0.00346551       0.00354198                       0.981095        0.0017135        0.00179149
-1.6    -1.2    16      20      0.970592        0.00325622       0.00335387                       0.986758        0.00165763       0.00174303
-1.2    -0.8    16      20      0.930786        0.00409694       0.00419609                       0.968081        0.00218925       0.00226964
-0.8    -0.3    16      20      0.949216        0.00372203       0.00379094                       0.982242        0.00145679       0.00151555
-0.3    -0.2    16      20      0.842815        0.0131313        0.0134369                        0.888747        0.00761558       0.00770759
-0.2    0.2     16      20      0.946101        0.00493075       0.00504432                       0.975967        0.00224175       0.00233205
0.2     0.3     16      20      0.831719        0.0126319        0.0129531                        0.891037        0.00829562       0.008621
0.3     0.8     16      20      0.953153        0.00364109       0.00372801                       0.982577        0.00154701       0.0016199
0.8     1.2     16      20      0.943111        0.00398409       0.00407673                       0.960222        0.00223275       0.00223275
1.2     1.6     16      20      0.97272 0.00318787       0.00328722                               0.987525        0.00156482       0.0016524
1.6     2.1     16      20      0.956143        0.00356232       0.00365091                       0.980571        0.00174933       0.00181681
2.1     2.4     16      20      0.914518        0.00662234       0.00674124                       0.94957 0.003459         0.00356635
-2.4    -2.1    20      25      0.908998        0.00410691       0.00415631                       0.959605        0.00213749       0.00219292
-2.1    -1.6    20      25      0.963189        0.00192533       0.00195963                       0.986568        0.000931603      0.000960701
-1.6    -1.2    20      25      0.977574        0.00171303       0.00175792                       0.990383        0.000895017      0.000932373
-1.2    -0.8    20      25      0.933204        0.00242735       0.00245185                       0.971679        0.0014281        0.00152306
-0.8    -0.3    20      25      0.954495        0.00191018       0.00193911                       0.98597 0.000826579      0.000842032
-0.3    -0.2    20      25      0.844076        0.00669829       0.0067988                        0.895976        0.0044438        0.00436959
-0.2    0.2     20      25      0.939258        0.0024313        0.00247751                       0.97529 0.00119422       0.00122681
0.2     0.3     20      25      0.84009 0.00660449       0.00673797                               0.886687        0.00442187       0.00449485
0.3     0.8     20      25      0.961364        0.00184293       0.00186486                       0.984977        0.000836403      0.000863452
0.8     1.2     20      25      0.943441        0.00227617       0.002313                         0.972273        0.00135613       0.00140864
1.2     1.6     20      25      0.977438        0.00178811       0.00182909                       0.989947        0.000930612      0.000971333
1.6     2.1     20      25      0.971468        0.00185761       0.00189618                       0.986093        0.000947281      0.000977231
