#                                                                        
#   isolation efficiencies for data on the left and MC on the right                                                                       
#      MC: MG+Py8                                                                   
#                                                                        
#
# 
#    
#                                                 data                                                      MC
#   etamin  etamax  ptmin   ptmax   eff     deff_high       deff_low                                      eff     deff_high       deff_low
-2.4    -2.1    10      13      0.774102        0.0133284        0.0135778                            0.800921        0.0100233        0.010119
-2.1    -1.6    10      13      0.756227        0.0100636        0.0101673                            0.778698        0.00828051       0.008213
-1.6    -1.2    10      13      0.728607        0.0117816        0.0119037                            0.75383 0.00946716       0.00965877
-1.2    -0.8    10      13      0.682879        0.0140331        0.0142041                            0.698286        0.0100363        0.0100135
-0.8    -0.3    10      13      0.632811        0.0163922        0.0164849                            0.676271        0.0119661        0.0119427
-0.3    -0.2    10      13      0.627016        0.0514555        0.0505256                            0.635019        0.0341007        0.0329843
-0.2    0.2     10      13      0.55167 0.0197205        0.0193063                                    0.635434        0.0185753        0.0189809
0.2     0.3     10      13      0.664254        0.0500384        0.0489353                            0.672046        0.0334471        0.0343856
0.3     0.8     10      13      0.63253 0.0156793        0.0158355                                    0.668058        0.0119873        0.0120067
0.8     1.2     10      13      0.673255        0.0140765        0.0141498                            0.706051        0.0109587        0.0108947
1.2     1.6     10      13      0.707996        0.0120665        0.0121792                            0.732933        0.0086893        0.00874095
1.6     2.1     10      13      0.762584        0.0105511        0.0102837                            0.793634        0.00796231       0.00804242
2.1     2.4     10      13      0.748685        0.013729         0.0139403                            0.797471        0.0100119        0.0100411
-2.4    -2.1    13      16      0.807538        0.0108162        0.0112147                            0.847485        0.00813466       0.00803373
-2.1    -1.6    13      16      0.79767 0.00765205       0.00776799                                   0.833228        0.00625698       0.00654424
-1.6    -1.2    13      16      0.791114        0.00865112       0.00877114                           0.805512        0.00719928       0.0072562
-1.2    -0.8    13      16      0.724735        0.00981136       0.0100723                            0.760229        0.00759365       0.00766585
-0.8    -0.3    13      16      0.675674        0.0106146        0.010632                             0.731617        0.0078648        0.00783378
-0.3    -0.2    13      16      0.645161        0.0274214        0.0272851                            0.693534        0.0211009        0.0186808
-0.2    0.2     13      16      0.648979        0.0137984        0.0138516                            0.662438        0.0108587        0.0109515
0.2     0.3     13      16      0.641587        0.0316374        0.0300597                            0.673614        0.0216897        0.0217973
0.3     0.8     13      16      0.692434        0.0102665        0.0102838                            0.726055        0.00758912       0.00754759
0.8     1.2     13      16      0.725584        0.00960763       0.00977435                           0.739076        0.00753275       0.00758366
1.2     1.6     13      16      0.784125        0.00861147       0.00874422                           0.79127 0.00702618       0.00706591
1.6     2.1     13      16      0.809171        0.00770435       0.00781275                           0.831728        0.0060644        0.00604982
2.1     2.4     13      16      0.795593        0.0116738        0.0132209                            0.847243        0.00834928       0.00852214
-2.4    -2.1    16      20      0.852176        0.00692171       0.00727698                           0.885412        0.00543226       0.00565506
-2.1    -1.6    16      20      0.848327        0.00469015       0.00483112                           0.876994        0.00450434       0.00538463
-1.6    -1.2    16      20      0.828839        0.00550753       0.0055685                            0.852264        0.0042742        0.00427228
-1.2    -0.8    16      20      0.7936  0.00594044       0.0060305                                    0.808775        0.00480706       0.00483431
-0.8    -0.3    16      20      0.753126        0.00587001       0.00590919                           0.790771        0.00433611       0.00435098
-0.3    -0.2    16      20      0.749321        0.0154907        0.0158895                            0.748278        0.0129467        0.0116587
