-2.500	-2.170	0.000	12.000	0.037	0.014	0.020	0.012	0.024
-2.500	-2.170	12.000	13.000	0.378	0.052	0.055	0.064	0.060
-2.500	-2.170	13.000	15.000	0.614	0.030	0.030	0.022	0.042
-2.500	-2.170	15.000	18.000	0.764	0.018	0.017	0.016	0.013
-2.500	-2.170	18.000	22.000	0.859	0.010	0.009	0.023	0.017
-2.500	-2.170	22.000	30.000	0.908	0.004	0.004	0.004	0.007
-2.500	-2.170	30.000	35.000	0.953	0.002	0.002	0.005	0.002
-2.500	-2.170	35.000	40.000	0.962	0.002	0.002	0.001	0.002
-2.500	-2.170	40.000	50.000	0.971	0.001	0.001	0.000	0.000
-2.500	-2.170	50.000	100.000	0.980	0.002	0.002	0.001	0.001
-2.170	-1.570	0.000	12.000	0.087	0.014	0.016	0.016	0.018
-2.170	-1.570	12.000	13.000	0.456	0.033	0.033	0.050	0.073
-2.170	-1.570	13.000	15.000	0.727	0.019	0.018	0.008	0.018
-2.170	-1.570	15.000	18.000	0.885	0.008	0.008	0.007	0.007
-2.170	-1.570	18.000	22.000	0.944	0.004	0.004	0.005	0.009
-2.170	-1.570	22.000	30.000	0.972	0.001	0.001	0.003	0.003
-2.170	-1.570	30.000	35.000	0.980	0.001	0.001	0.001	0.003
-2.170	-1.570	35.000	40.000	0.984	0.001	0.001	0.002	0.001
-2.170	-1.570	40.000	50.000	0.987	0.000	0.000	0.000	0.001
-2.170	-1.570	50.000	100.000	0.989	0.001	0.001	0.001	0.000
-1.570	-1.440	0.000	12.000	0.114	0.039	0.052	0.018	0.047
-1.570	-1.440	12.000	13.000	0.484	0.103	0.105	0.004	0.052
-1.570	-1.440	13.000	15.000	0.710	0.050	0.046	0.014	0.047
-1.570	-1.440	15.000	18.000	0.869	0.026	0.022	0.013	0.023
-1.570	-1.440	18.000	22.000	0.930	0.014	0.012	0.004	0.008
-1.570	-1.440	22.000	30.000	0.954	0.005	0.004	0.006	0.005
-1.570	-1.440	30.000	35.000	0.962	0.004	0.003	0.006	0.007
-1.570	-1.440	35.000	40.000	0.968	0.003	0.002	0.002	0.002
-1.570	-1.440	40.000	50.000	0.974	0.002	0.002	0.002	0.001
-1.570	-1.440	50.000	100.000	0.976	0.003	0.003	0.002	0.004
-1.440	-0.800	0.000	12.000	0.121	0.013	0.015	0.008	0.007
-1.440	-0.800	12.000	13.000	0.589	0.028	0.027	0.031	0.023
-1.440	-0.800	13.000	15.000	0.828	0.013	0.012	0.019	0.007
-1.440	-0.800	15.000	18.000	0.895	0.007	0.006	0.013	0.016
-1.440	-0.800	18.000	22.000	0.928	0.004	0.003	0.008	0.005
-1.440	-0.800	22.000	30.000	0.947	0.001	0.001	0.001	0.003
-1.440	-0.800	30.000	35.000	0.962	0.001	0.001	0.001	0.000
-1.440	-0.800	35.000	40.000	0.967	0.001	0.001	0.000	0.001
-1.440	-0.800	40.000	50.000	0.971	0.000	0.000	0.000	0.000
-1.440	-0.800	50.000	100.000	0.975	0.001	0.001	0.001	0.001
-0.800	0.000	0.000	12.000	0.163	0.016	0.017	0.018	0.016
-0.800	0.000	12.000	13.000	0.716	0.026	0.025	0.023	0.029
-0.800	0.000	13.000	15.000	0.873	0.011	0.010	0.018	0.014
-0.800	0.000	15.000	18.000	0.910	0.006	0.005	0.009	0.003
-0.800	0.000	18.000	22.000	0.929	0.003	0.003	0.003	0.001
-0.800	0.000	22.000	30.000	0.938	0.001	0.001	0.002	0.001
-0.800	0.000	30.000	35.000	0.954	0.001	0.001	0.000	0.001
-0.800	0.000	35.000	40.000	0.965	0.001	0.001	0.001	0.001
-0.800	0.000	40.000	50.000	0.969	0.000	0.000	0.000	0.001
-0.800	0.000	50.000	100.000	0.975	0.001	0.001	0.001	0.001
0.000	0.800	0.000	12.000	0.151	0.016	0.017	0.013	0.020
0.000	0.800	12.000	13.000	0.742	0.025	0.023	0.005	0.037
0.000	0.800	13.000	15.000	0.873	0.011	0.010	0.007	0.016
0.000	0.800	15.000	18.000	0.904	0.006	0.005	0.004	0.006
0.000	0.800	18.000	22.000	0.924	0.003	0.003	0.004	0.002
0.000	0.800	22.000	30.000	0.933	0.001	0.001	0.003	0.001
0.000	0.800	30.000	35.000	0.947	0.001	0.001	0.001	0.001
0.000	0.800	35.000	40.000	0.958	0.001	0.001	0.001	0.001
0.000	0.800	40.000	50.000	0.963	0.000	0.000	0.000	0.001
0.000	0.800	50.000	100.000	0.970	0.001	0.001	0.001	0.000
0.800	1.440	0.000	12.000	0.116	0.012	0.014	0.024	0.001
0.800	1.440	12.000	13.000	0.623	0.029	0.028	0.020	0.014
0.800	1.440	13.000	15.000	0.829	0.013	0.012	0.014	0.031
0.800	1.440	15.000	18.000	0.890	0.007	0.007	0.013	0.008
0.800	1.440	18.000	22.000	0.935	0.003	0.003	0.004	0.008
0.800	1.440	22.000	30.000	0.953	0.001	0.001	0.002	0.001
0.800	1.440	30.000	35.000	0.965	0.001	0.001	0.001	0.002
0.800	1.440	35.000	40.000	0.972	0.001	0.001	0.001	0.000
0.800	1.440	40.000	50.000	0.975	0.000	0.000	0.000	0.000
0.800	1.440	50.000	100.000	0.977	0.001	0.001	0.001	0.001
1.440	1.570	0.000	12.000	0.175	0.052	0.065	0.081	0.073
1.440	1.570	12.000	13.000	0.500	0.120	0.120	0.057	0.033
1.440	1.570	13.000	15.000	0.630	0.057	0.054	0.050	0.129
1.440	1.570	15.000	18.000	0.896	0.025	0.021	0.018	0.027
1.440	1.570	18.000	22.000	0.919	0.014	0.012	0.004	0.007
1.440	1.570	22.000	30.000	0.962	0.004	0.004	0.004	0.005
1.440	1.570	30.000	35.000	0.966	0.004	0.003	0.010	0.005
1.440	1.570	35.000	40.000	0.972	0.003	0.002	0.001	0.002
1.440	1.570	40.000	50.000	0.980	0.002	0.001	0.002	0.001
1.440	1.570	50.000	100.000	0.977	0.003	0.003	0.003	0.001
1.570	2.170	0.000	12.000	0.069	0.012	0.015	0.016	0.013
1.570	2.170	12.000	13.000	0.453	0.034	0.034	0.057	0.037
1.570	2.170	13.000	15.000	0.717	0.019	0.018	0.027	0.026
1.570	2.170	15.000	18.000	0.856	0.009	0.009	0.011	0.014
1.570	2.170	18.000	22.000	0.938	0.004	0.004	0.007	0.014
1.570	2.170	22.000	30.000	0.971	0.001	0.001	0.000	0.003
1.570	2.170	30.000	35.000	0.979	0.001	0.001	0.001	0.001
1.570	2.170	35.000	40.000	0.984	0.001	0.001	0.001	0.000
1.570	2.170	40.000	50.000	0.988	0.000	0.000	0.000	0.000
1.570	2.170	50.000	100.000	0.989	0.001	0.001	0.001	0.000
2.170	2.500	0.000	12.000	0.039	0.014	0.020	0.023	0.007
2.170	2.500	12.000	13.000	0.271	0.048	0.053	0.084	0.014
2.170	2.500	13.000	15.000	0.544	0.034	0.033	0.025	0.032
2.170	2.500	15.000	18.000	0.721	0.019	0.018	0.012	0.020
2.170	2.500	18.000	22.000	0.742	0.012	0.012	0.038	0.044
2.170	2.500	22.000	30.000	0.863	0.005	0.004	0.002	0.006
2.170	2.500	30.000	35.000	0.924	0.003	0.003	0.004	0.004
2.170	2.500	35.000	40.000	0.957	0.002	0.002	0.001	0.001
2.170	2.500	40.000	50.000	0.965	0.001	0.001	0.001	0.003
2.170	2.500	50.000	100.000	0.975	0.003	0.003	0.001	0.007
2.170	2.500	50.000	100.000	0.975	0.003	0.003	0.001	0.007
