-2.40	-2.10	0.0	10.0		0.000	0.000	0.004
-2.40	-2.10	10.0	20.0		0.001	0.001	0.001
-2.40	-2.10	20.0	21.0		0.003	0.002	0.007
-2.40	-2.10	21.0	22.0		0.060	0.012	0.014
-2.40	-2.10	22.0	23.0		0.201	0.020	0.021
-2.40	-2.10	23.0	24.0		0.501	0.024	0.024
-2.40	-2.10	24.0	25.0		0.634	0.023	0.022
-2.40	-2.10	25.0	26.0		0.713	0.019	0.019
-2.40	-2.10	26.0	30.0		0.768	0.008	0.007
-2.40	-2.10	30.0	35.0		0.797	0.005	0.005
-2.40	-2.10	35.0	40.0		0.823	0.004	0.004
-2.40	-2.10	40.0	45.0		0.843	0.004	0.004
-2.40	-2.10	45.0	50.0		0.841	0.005	0.005
-2.40	-2.10	50.0	60.0		0.846	0.006	0.006
-2.40	-2.10	60.0	100.0		0.853	0.010	0.010
-2.40	-2.10	100.0	200.0		0.860	0.037	0.031
-2.10	-1.60	0.0	10.0		0.000	0.000	0.003
-2.10	-1.60	10.0	20.0		0.000	0.000	0.001
-2.10	-1.60	20.0	21.0		0.002	0.001	0.004
-2.10	-1.60	21.0	22.0		0.013	0.004	0.006
-2.10	-1.60	22.0	23.0		0.106	0.011	0.013
-2.10	-1.60	23.0	24.0		0.690	0.016	0.016
-2.10	-1.60	24.0	25.0		0.837	0.013	0.012
-2.10	-1.60	25.0	26.0		0.823	0.012	0.012
-2.10	-1.60	26.0	30.0		0.870	0.004	0.004
-2.10	-1.60	30.0	35.0		0.865	0.003	0.003
-2.10	-1.60	35.0	40.0		0.866	0.003	0.003
-2.10	-1.60	40.0	45.0		0.871	0.002	0.002
-2.10	-1.60	45.0	50.0		0.876	0.003	0.003
-2.10	-1.60	50.0	60.0		0.874	0.004	0.003
-2.10	-1.60	60.0	100.0		0.879	0.006	0.006
-2.10	-1.60	100.0	200.0		0.866	0.022	0.019
-1.60	-1.20	0.0	10.0		0.000	0.000	0.004
-1.60	-1.20	10.0	20.0		0.002	0.001	0.002
-1.60	-1.20	20.0	21.0		0.020	0.007	0.009
-1.60	-1.20	21.0	22.0		0.026	0.007	0.009
-1.60	-1.20	22.0	23.0		0.123	0.013	0.014
-1.60	-1.20	23.0	24.0		0.776	0.017	0.016
-1.60	-1.20	24.0	25.0		0.886	0.013	0.012
-1.60	-1.20	25.0	26.0		0.901	0.011	0.010
-1.60	-1.20	26.0	30.0		0.928	0.004	0.004
-1.60	-1.20	30.0	35.0		0.946	0.002	0.002
-1.60	-1.20	35.0	40.0		0.952	0.002	0.002
-1.60	-1.20	40.0	45.0		0.953	0.001	0.001
-1.60	-1.20	45.0	50.0		0.957	0.002	0.002
-1.60	-1.20	50.0	60.0		0.958	0.002	0.002
-1.60	-1.20	60.0	100.0		0.953	0.004	0.004
-1.60	-1.20	100.0	200.0		0.963	0.012	0.009
-1.20	-0.80	0.0	10.0		0.000	0.000	0.008
-1.20	-0.80	10.0	20.0		0.000	0.000	0.001
-1.20	-0.80	20.0	21.0		0.002	0.002	0.005
-1.20	-0.80	21.0	22.0		0.000	0.000	0.003
-1.20	-0.80	22.0	23.0		0.070	0.010	0.012
-1.20	-0.80	23.0	24.0		0.832	0.016	0.014
-1.20	-0.80	24.0	25.0		0.894	0.012	0.011
-1.20	-0.80	25.0	26.0		0.914	0.010	0.009
-1.20	-0.80	26.0	30.0		0.934	0.004	0.003
