-2.500	-2.100	0.000	30.000	0.000	0.000	0.000
-2.500	-2.100	30.000	35.000	0.008	0.002	0.004
-2.500	-2.100	35.000	36.000	0.133	0.019	0.024
-2.500	-2.100	36.000	37.000	0.302	0.040	0.034
-2.500	-2.100	37.000	38.000	0.534	0.032	0.041
-2.500	-2.100	38.000	40.000	0.672	0.037	0.028
-2.500	-2.100	40.000	42.000	0.760	0.016	0.015
-2.500	-2.100	42.000	45.000	0.784	0.014	0.010
-2.500	-2.100	45.000	50.000	0.796	0.012	0.013
-2.500	-2.100	50.000	65.000	0.833	0.030	0.039
-2.500	-2.100	65.000	70.000	0.897	0.085	0.086
-2.500	-2.100	70.000	80.000	0.917	0.127	0.048
-2.500	-2.100	80.000	100.000	0.881	0.073	0.041
-2.500	-2.100	100.000	200.000	0.846	0.143	0.078
-2.100	-1.570	0.000	30.000	0.001	0.001	0.001
-2.100	-1.570	30.000	35.000	0.014	0.002	0.002
-2.100	-1.570	35.000	36.000	0.189	0.025	0.022
-2.100	-1.570	36.000	37.000	0.459	0.012	0.013
-2.100	-1.570	37.000	38.000	0.678	0.018	0.017
-2.100	-1.570	38.000	40.000	0.798	0.012	0.012
-2.100	-1.570	40.000	42.000	0.829	0.009	0.005
-2.100	-1.570	42.000	45.000	0.848	0.004	0.005
-2.100	-1.570	45.000	50.000	0.867	0.009	0.009
-2.100	-1.570	50.000	65.000	0.877	0.006	0.007
-2.100	-1.570	65.000	70.000	0.889	0.034	0.031
-2.100	-1.570	70.000	80.000	0.907	0.038	0.029
-2.100	-1.570	80.000	100.000	0.918	0.055	0.048
-2.100	-1.570	100.000	200.000	0.899	0.030	0.025
-1.570	-1.440	0.000	30.000	0.020	0.008	0.008
-1.570	-1.440	30.000	35.000	0.145	0.013	0.014
-1.570	-1.440	35.000	36.000	0.273	0.031	0.031
-1.570	-1.440	36.000	37.000	0.464	0.044	0.044
-1.570	-1.440	37.000	38.000	0.591	0.038	0.029
-1.570	-1.440	38.000	40.000	0.661	0.021	0.017
-1.570	-1.440	40.000	42.000	0.714	0.039	0.021
-1.570	-1.440	42.000	45.000	0.770	0.024	0.018
-1.570	-1.440	45.000	50.000	0.772	0.018	0.010
-1.570	-1.440	50.000	65.000	0.781	0.029	0.028
-1.570	-1.440	65.000	70.000	0.766	0.106	0.095
-1.570	-1.440	70.000	80.000	0.885	0.105	0.066
-1.570	-1.440	80.000	100.000	0.745	0.215	0.163
-1.570	-1.440	100.000	200.000	0.780	0.148	0.089
-1.440	-0.800	0.000	30.000	0.001	0.000	0.000
-1.440	-0.800	30.000	35.000	0.008	0.002	0.001
-1.440	-0.800	35.000	36.000	0.117	0.007	0.010
-1.440	-0.800	36.000	37.000	0.364	0.010	0.010
-1.440	-0.800	37.000	38.000	0.585	0.010	0.012
-1.440	-0.800	38.000	40.000	0.707	0.012	0.007
-1.440	-0.800	40.000	42.000	0.758	0.005	0.006
-1.440	-0.800	42.000	45.000	0.798	0.004	0.006
-1.440	-0.800	45.000	50.000	0.811	0.008	0.008
-1.440	-0.800	50.000	65.000	0.835	0.005	0.004
-1.440	-0.800	65.000	70.000	0.858	0.032	0.035
-1.440	-0.800	70.000	80.000	0.864	0.017	0.018
-1.440	-0.800	80.000	100.000	0.860	0.027	0.022
-1.440	-0.800	100.000	200.000	0.881	0.020	0.029
-0.800	0.000	0.000	30.000	0.000	0.000	0.001
-0.800	0.000	30.000	35.000	0.005	0.001	0.001
-0.800	0.000	35.000	36.000	0.183	0.005	0.005
-0.800	0.000	36.000	37.000	0.558	0.012	0.015
-0.800	0.000	37.000	38.000	0.732	0.014	0.011
-0.800	0.000	38.000	40.000	0.775	0.007	0.007
-0.800	0.000	40.000	42.000	0.792	0.005	0.004
-0.800	0.000	42.000	45.000	0.807	0.004	0.004
-0.800	0.000	45.000	50.000	0.827	0.002	0.002
-0.800	0.000	50.000	65.000	0.845	0.005	0.004
-0.800	0.000	65.000	70.000	0.880	0.022	0.025
-0.800	0.000	70.000	80.000	0.866	0.015	0.014
-0.800	0.000	80.000	100.000	0.879	0.016	0.015
-0.800	0.000	100.000	200.000	0.909	0.020	0.023
0.000	0.800	0.000	30.000	0.000	0.001	0.001
0.000	0.800	30.000	35.000	0.007	0.002	0.002
0.000	0.800	35.000	36.000	0.171	0.012	0.014
0.000	0.800	36.000	37.000	0.571	0.016	0.016
0.000	0.800	37.000	38.000	0.737	0.009	0.008
0.000	0.800	38.000	40.000	0.770	0.004	0.004
0.000	0.800	40.000	42.000	0.777	0.005	0.006
0.000	0.800	42.000	45.000	0.796	0.002	0.002
0.000	0.800	45.000	50.000	0.815	0.005	0.005
0.000	0.800	50.000	65.000	0.825	0.008	0.008
0.000	0.800	65.000	70.000	0.859	0.018	0.018
0.000	0.800	70.000	80.000	0.847	0.035	0.033
0.000	0.800	80.000	100.000	0.877	0.020	0.030
0.000	0.800	100.000	200.000	0.877	0.018	0.018
0.800	1.440	0.000	30.000	0.000	0.000	0.000
0.800	1.440	30.000	35.000	0.005	0.001	0.001
0.800	1.440	35.000	36.000	0.100	0.009	0.011
0.800	1.440	36.000	37.000	0.318	0.008	0.008
0.800	1.440	37.000	38.000	0.544	0.009	0.014
0.800	1.440	38.000	40.000	0.674	0.009	0.009
0.800	1.440	40.000	42.000	0.738	0.004	0.004
0.800	1.440	42.000	45.000	0.774	0.004	0.003
