-2.5	-2.1	0.0	12.0	0.000	0.000
-2.5	-2.1	12.0	13.0	0.190	0.010
-2.5	-2.1	13.0	15.0	0.790	0.007
-2.5	-2.1	15.0	18.0	0.907	0.003
-2.5	-2.1	18.0	22.0	0.921	0.001
-2.5	-2.1	22.0	30.0	0.947	0.000
-2.5	-2.1	30.0	35.0	0.965	0.000
-2.5	-2.1	35.0	40.0	0.968	0.000
-2.5	-2.1	40.0	50.0	0.972	0.000
-2.5	-2.1	50.0	100.0	0.978	0.000
-2.1	-1.6	0.0	12.0	0.050	0.002
-2.1	-1.6	12.0	13.0	0.500	0.012
-2.1	-1.6	13.0	15.0	0.819	0.005
-2.1	-1.6	15.0	18.0	0.954	0.002
-2.1	-1.6	18.0	22.0	0.977	0.001
-2.1	-1.6	22.0	30.0	0.979	0.000
-2.1	-1.6	30.0	35.0	0.977	0.000
-2.1	-1.6	35.0	40.0	0.982	0.000
-2.1	-1.6	40.0	50.0	0.985	0.000
-2.1	-1.6	50.0	100.0	0.985	0.000
-1.6	-1.4	0.0	12.0	0.100	0.031
-1.6	-1.4	12.0	13.0	0.455	0.060
-1.6	-1.4	13.0	15.0	0.857	0.043
-1.6	-1.4	15.0	18.0	0.922	0.019
-1.6	-1.4	18.0	22.0	0.962	0.007
-1.6	-1.4	22.0	30.0	0.969	0.001
-1.6	-1.4	30.0	35.0	0.978	0.001
-1.6	-1.4	35.0	40.0	0.976	0.001
-1.6	-1.4	40.0	50.0	0.974	0.000
-1.6	-1.4	50.0	100.0	0.976	0.001
-1.4	-0.8	0.0	12.0	0.016	0.001
-1.4	-0.8	12.0	13.0	0.681	0.012
-1.4	-0.8	13.0	15.0	0.876	0.004
-1.4	-0.8	15.0	18.0	0.944	0.002
-1.4	-0.8	18.0	22.0	0.951	0.001
-1.4	-0.8	22.0	30.0	0.954	0.000
-1.4	-0.8	30.0	35.0	0.962	0.000
-1.4	-0.8	35.0	40.0	0.969	0.000
-1.4	-0.8	40.0	50.0	0.969	0.000
-1.4	-0.8	50.0	100.0	0.973	0.000
-0.8	0.0	0.0	12.0	0.076	0.002
-0.8	0.0	12.0	13.0	0.733	0.007
-0.8	0.0	13.0	15.0	0.894	0.002
-0.8	0.0	15.0	18.0	0.903	0.001
-0.8	0.0	18.0	22.0	0.926	0.000
-0.8	0.0	22.0	30.0	0.947	0.000
-0.8	0.0	30.0	35.0	0.956	0.000
-0.8	0.0	35.0	40.0	0.964	0.000
-0.8	0.0	40.0	50.0	0.969	0.000
-0.8	0.0	50.0	100.0	0.972	0.000
0.0	0.8	0.0	12.0	0.053	0.001
0.0	0.8	12.0	13.0	0.622	0.006
0.0	0.8	13.0	15.0	0.888	0.002
0.0	0.8	15.0	18.0	0.909	0.001
0.0	0.8	18.0	22.0	0.920	0.000
0.0	0.8	22.0	30.0	0.937	0.000
0.0	0.8	30.0	35.0	0.948	0.000
0.0	0.8	35.0	40.0	0.954	0.000
0.0	0.8	40.0	50.0	0.958	0.000
0.0	0.8	50.0	100.0	0.961	0.000
0.8	1.4	0.0	12.0	0.045	0.002
0.8	1.4	12.0	13.0	0.609	0.012
0.8	1.4	13.0	15.0	0.952	0.004
0.8	1.4	15.0	18.0	0.934	0.002
0.8	1.4	18.0	22.0	0.949	0.001
0.8	1.4	22.0	30.0	0.953	0.000
0.8	1.4	30.0	35.0	0.962	0.000
0.8	1.4	35.0	40.0	0.965	0.000
0.8	1.4	40.0	50.0	0.969	0.000
0.8	1.4	50.0	100.0	0.972	0.000
1.4	1.6	0.0	12.0	0.286	0.075
1.4	1.6	12.0	13.0	0.571	0.103
1.4	1.6	13.0	15.0	0.824	0.052
1.4	1.6	15.0	18.0	0.956	0.014
1.4	1.6	18.0	22.0	0.935	0.007
1.4	1.6	22.0	30.0	0.966	0.001
1.4	1.6	30.0	35.0	0.972	0.001
1.4	1.6	35.0	40.0	0.980	0.001
1.4	1.6	40.0	50.0	0.969	0.000
1.4	1.6	50.0	100.0	0.981	0.001
1.6	2.1	0.0	12.0	0.027	0.002
1.6	2.1	12.0	13.0	0.424	0.011
1.6	2.1	13.0	15.0	0.864	0.005
1.6	2.1	15.0	18.0	0.925	0.002
1.6	2.1	18.0	22.0	0.973	0.001
1.6	2.1	22.0	30.0	0.980	0.000
1.6	2.1	30.0	35.0	0.981	0.000
1.6	2.1	35.0	40.0	0.981	0.000
1.6	2.1	40.0	50.0	0.985	0.000
1.6	2.1	50.0	100.0	0.984	0.000
2.1	2.5	0.0	12.0	0.000	0.000
2.1	2.5	12.0	13.0	0.095	0.007
2.1	2.5	13.0	15.0	0.714	0.008
2.1	2.5	15.0	18.0	0.854	0.004
2.1	2.5	18.0	22.0	0.901	0.001
2.1	2.5	22.0	30.0	0.938	0.000
2.1	2.5	30.0	35.0	0.964	0.000
2.1	2.5	35.0	40.0	0.967	0.000
2.1	2.5	40.0	50.0	0.974	0.000
2.1	2.5	50.0	100.0	0.976	0.000
