0. 0. 
0.25 0.5296693893161307
0.5 1.048456045515153
0.75 1.5461126225664854
1. 2.013597161728387
1.25 2.4435221156632094
1.5 2.830444465719723
1.75 3.1709811231490512
2. 3.4637563433563225
2.25 3.709207059221808
2.5 3.909285118422343
2.75 4.06710114101996
3. 4.186553379201876
3.25 4.2719780641664995
3.5 4.327847461826597
3.75 4.358530541206908
4. 4.368120738536267
4.25 4.36032708097284
4.5 4.338419499260229
4.75 4.305216464306917
5. 4.263102654226203
5.25 4.214065513286781
5.5 4.1597416030149725
5.75 4.101465980432577
6. 4.040320053403325
6.25 3.97717521985126
6.5 3.91273100485273
6.75 3.8475473779528526
7. 3.7820715305027623
7.25 3.7166597090526263
7.5 3.651594823670758
7.75 3.5871005528716142
8. 3.523352604347807
8.25 3.4604876998852365
8.5 3.398610756302722
8.75 3.3378006442427104
9. 3.2781148286063715
9.25 3.2195931297791702
9.5 3.162260792765349
9.75 3.1061310102116115
10. 3.0512070130833555
10.25 2.9974838176403935
10.5 2.94494969782386
10.75 2.8935874369898453
11. 2.8433754011279104
11.25 2.79428846648652
11.5 2.7462988272696087
11.75 2.699376703312184
12. 2.653490963083223
12.25 2.608609673792847
12.5 2.564700587624567
12.75 2.5217315709988197
13. 2.4796709821380296
13.25 2.438488000922537
13.5 2.3981529140362032
13.75 2.3586373576720674
14. 2.319914519574289
14.25 2.2819593018762356
14.5 2.244748445989306
14.75 2.2082606206530335
15. 2.1724764741746414
15.25 2.1373786518962796
15.5 2.1029517800580586
15.75 2.069182417459925
16. 2.0360589766234805
16.25 2.0035716164583692
16.5 1.971712108735775
16.75 1.9404736809677408
17. 1.909850838607939
17.25 1.8798391698084043
17.5 1.8504351362502716
17.75 1.821635853764233
18. 1.7934388665563972
18.25 1.765841918880833
18.5 1.7388427279877707
18.75 1.7124387621450072
19. 1.6866270274586725
19.25 1.6614038670766085
19.5 1.636764776128999
19.75 1.61270423546836
20. 1.589215566955817
20.25 1.56629081272408
20.5 1.5439206405238968
20.75 1.5220942768949708
21. 1.5007994694752247
21.25 1.480022479287963
21.5 1.4597481033614554
21.75 1.439959727571902
22. 1.4206394091543304
22.25 1.4017679878705016
22.5 1.3833252243260348
22.75 1.3652899634017044
23. 1.34764032023616
23.25 1.3303538857166255
23.5 1.3134079480209175
23.75 1.296779726394215
24. 1.2804466130362426
