#                                                                        
#   id efficiencies for data on the left and MC on the right                                                                       
#      MC: MG+Py8                                                                   
#                                                                        
#                                                                        
#                                                                        
#                                                                        
#                                                 data                                                      MC
# etamin  etamax  ptmin   ptmax   eff     deff_high       deff_low                                    eff          deff_high       deff_low
-2.4    -2.1    10      13      0.946642        0.0480099        0.0511543                          0.917859        0.0150642        0.0159028
-2.1    -1.6    10      13      0.968618        0.0313821        0.0360727                          0.972875        0.00740732       0.00806567
-1.6    -1.2    10      13      0.99417 0.00582986       0.0293853                                  0.974193        0.00721237       0.00789104
-1.2    -0.8    10      13      0.89399 0.0461077        0.0474075                                  0.952556        0.0093244        0.0100753
-0.8    -0.3    10      13      0.969146        0.030854         0.0420317                          0.982396        0.00756937       0.00845733
-0.3    -0.2    10      13      0.713562        0.136763         0.119662                           0.819396        0.0432678        0.0471485
-0.2    0.2     10      13      0.861487        0.059733         0.0622934                          0.961169        0.01454  0.0164367
0.2     0.3     10      13      1       0.042325         0.042325                                   0.898271        0.0424894        0.0459573
0.3     0.8     10      13      0.960153        0.0398471        0.0461279                          0.973427        0.00865013       0.00978422
0.8     1.2     10      13      0.851681        0.0426466        0.0445897                          0.966152        0.00832894       0.00912239
1.2     1.6     10      13      0.99101 0.00898962       0.033437                                   0.976267        0.00704193       0.00773166
1.6     2.1     10      13      0.963481        0.0336356        0.0348247                          0.973414        0.00708864       0.00770331
2.1     2.4     10      13      0.926516        0.0489511        0.0512002                          0.924017        0.0129437        0.0136419
-2.4    -2.1    13      16      0.941425        0.0360254        0.0379341                          0.94349 0.00872845       0.00932683
-2.1    -1.6    13      16      0.95955 0.0172169        0.0187345                                  0.97807 0.0046861        0.00512302
-1.6    -1.2    13      16      1       0.00967404       0.00967404                                 0.974719        0.00533942       0.00587886
-1.2    -0.8    13      16      0.93375 0.0208919        0.0227337                                  0.957357        0.0061432        0.00661227
-0.8    -0.3    13      16      0.955884        0.0285492        0.0307693                          0.964984        0.00467718       0.00507412
-0.3    -0.2    13      16      0.845628        0.0784521        0.0871435                          0.941336        0.0151057        0.0175045
-0.2    0.2     13      16      0.951688        0.0299406        0.0329531                          0.965657        0.00827451       0.00901783
0.2     0.3     13      16      0.879486        0.093501         0.083673                           0.884696        0.0283695        0.042688
0.3     0.8     13      16      0.925335        0.0245984        0.0265445                          0.970398        0.00544138       0.00593653
0.8     1.2     13      16      0.936832        0.0209441        0.0231757                          0.969975        0.00540216       0.00585962
1.2     1.6     13      16      0.968316        0.0205569        0.0227067                          0.983171        0.00455193       0.00505281
1.6     2.1     13      16      0.968104        0.0220926        0.0235598                          0.977529        0.00514949       0.0055966
2.1     2.4     13      16      0.909846        0.0326303        0.0355778                          0.935158        0.0100281        0.0107064
-2.4    -2.1    16      20      0.931549        0.0219406        0.0231216                          0.94034 0.00630933       0.00672224
-2.1    -1.6    16      20      0.970025        0.0102891        0.011052                           0.982539        0.00282575       0.00309022
-1.6    -1.2    16      20      0.977723        0.00990798       0.0109955                          0.988773        0.00276713       0.00301168
-1.2    -0.8    16      20      0.932319        0.0132142        0.0141705                          0.968423        0.00370517       0.00392018
-0.8    -0.3    16      20      0.933984        0.0137602        0.0146107                          0.979335        0.00220802       0.00238692
-0.3    -0.2    16      20      0.918708        0.0351152        0.0397158                          0.880415        0.0131664        0.0139201
-0.2    0.2     16      20      0.937172        0.0167722        0.0181839                          0.979803        0.00360465       0.00391557
0.2     0.3     16      20      0.815622        0.0485065        0.0507129                          0.890968        0.0142196        0.0220324
0.3     0.8     16      20      0.961021        0.0120431        0.0129602                          0.983501        0.00262395       0.00281893
0.8     1.2     16      20      0.941963        0.0132576        0.014296                           0.962413        0.00392097       0.00413976
1.2     1.6     16      20      0.984143        0.00891172       0.0100686                          0.98731 0.00266242       0.00290164
